location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
Argentina,,Deaths (per 100k),0.389,0.016753,0.043019,13.213,1,1,2,1
Bolivia,,Deaths (per 100k),0.377,0.015910,0.042208,13.193,1,1,2,1
New Zealand,,Deaths (per 100k),0.373,0.020737,0.055556,9.254,1,1,2,0
Saudi Arabia,,Deaths (per 100k),0.365,0.016414,0.044994,12.872,1,1,2,0
Slovakia,,Deaths (per 100k),0.311,0.020933,0.067227,7.966,1,1,2,-1
Egypt,,Deaths (per 100k),0.287,0.012424,0.043246,13.934,1,1,2,0
Japan,,Deaths (per 100k),0.273,0.017507,0.064182,8.194,1,1,2,0
Oman,,Deaths (per 100k),0.196,0.011190,0.057143,9.180,1,1,2,-1
Cameroon,,Deaths (per 100k),0.162,0.011301,0.069767,8.825,1,1,2,-1
Somalia,,Deaths (per 100k),0.101,0.008989,0.089286,4.497,0,2,2,1
Cote d'Ivoire,,Deaths (per 100k),0.053074,0.004333,0.081633,6.666,0,2,2,0
Haiti,,Deaths (per 100k),0.052620,0.003759,0.071429,5.885,0,2,2,2
Nicaragua,,Deaths (per 100k),0.045286,0.004313,0.095238,5.191,0,2,2,1
Senegal,,Deaths (per 100k),0.041806,0.004266,0.102,4.497,0,2,2,0
Sudan,,Deaths (per 100k),0.036489,0.003258,0.089286,5.816,0,2,2,0
Libya,,Deaths (per 100k),0.029107,0.002079,0.071429,5.885,0,2,2,2
Iceland,,Deaths (per 100k),2.930,0.041864,0.014286,46.787,1,0,1,-1
Barbados,,Deaths (per 100k),2.088,0.049711,0.023810,25.298,1,0,1,1
Bosnia and Herzegovina,,Deaths (per 100k),1.676,0.039189,0.023377,27.147,1,0,1,-1
Lithuania,,Deaths (per 100k),1.469,0.036734,0.025000,25.496,1,0,1,0
Serbia,,Deaths (per 100k),1.431,0.024525,0.017143,39.578,1,0,1,0
Greece,,Deaths (per 100k),1.247,0.030153,0.024176,25.991,1,0,1,0
Cyprus,,Deaths (per 100k),1.160,0.023664,0.020408,30.151,1,0,1,0
Montenegro,,Deaths (per 100k),0.955,0.022746,0.023810,24.605,1,0,1,0
Algeria,,Deaths (per 100k),0.946,0.016615,0.017556,36.919,1,0,1,0
Bulgaria,,Deaths (per 100k),0.777,0.026727,0.034392,17.033,1,0,1,0
Honduras,,Deaths (per 100k),0.555,0.020193,0.036364,16.088,1,0,1,-1
"Manitoba, Canada",,Deaths (per 100k),0.436,0.010371,0.023810,27.378,1,0,1,0
Philippines,,Deaths (per 100k),0.435,0.011733,0.026954,23.188,1,0,1,0
"New South Wales, Australia",,Deaths (per 100k),0.407,0.012318,0.030303,18.861,1,0,1,1
Qatar,,Deaths (per 100k),0.347,0.014876,0.042857,14.438,1,0,1,-1
Uruguay,,Deaths (per 100k),0.345,0.012337,0.035714,17.211,1,0,1,-1
Jamaica,,Deaths (per 100k),0.236,0.009649,0.040816,13.513,0,1,1,1
South Africa,,Deaths (per 100k),0.133,0.006985,0.052441,10.190,0,1,1,0
Kazakhstan,,Deaths (per 100k),0.133,0.006087,0.045714,11.433,0,1,1,1
Kyrgyzstan,,Deaths (per 100k),0.123,0.006569,0.053571,10.509,0,1,1,0
Costa Rica,,Deaths (per 100k),0.118,0.005609,0.047619,13.167,0,1,1,0
Pakistan,,Deaths (per 100k),0.115,0.007631,0.066629,7.813,0,1,1,0
Afghanistan,,Deaths (per 100k),0.110,0.004771,0.043189,13.513,0,1,1,0
Mali,,Deaths (per 100k),0.104,0.005644,0.054422,9.527,0,1,1,1
South Korea,,Deaths (per 100k),0.103,0.006966,0.067385,7.605,0,1,1,-1
Bangladesh,,Deaths (per 100k),0.079544,0.004858,0.061069,9.106,0,1,1,-1
Guatemala,,Deaths (per 100k),0.061399,0.003190,0.051948,9.700,0,1,1,-1
India,,Deaths (per 100k),0.056522,0.003043,0.053846,10.257,0,1,1,0
Georgia,,Deaths (per 100k),0.047092,0.002691,0.057143,10.393,0,1,1,0
Guinea,,Deaths (per 100k),0.045687,0.003263,0.071429,8.197,0,1,1,-2
Hong Kong,,Deaths (per 100k),0.040898,0.001948,0.047619,10.740,0,1,1,1
Uzbekistan,,Deaths (per 100k),0.023903,0.001707,0.071429,7.099,0,1,1,0
Tanzania,,Deaths (per 100k),0.016741,0.001196,0.071429,8.244,0,1,1,-1
Malawi,,Deaths (per 100k),0.015682,0.000747,0.047619,11.433,0,1,1,0
Nigeria,,Deaths (per 100k),0.015523,0.001040,0.066964,7.735,0,1,1,-1
Albania,,Deaths (per 100k),0.938,0.004964,0.005291,127.885,0,0,0,0
Bahrain,,Deaths (per 100k),0.470,0.008396,0.017857,35.003,0,0,0,0
"Korea, South",,Deaths (per 100k),0.468,0.002786,0.005952,114.508,0,0,0,0
Morocco,,Deaths (per 100k),0.428,0.008902,0.020796,30.633,0,0,0,0
Lebanon,,Deaths (per 100k),0.322,0.002093,0.006494,103.625,0,0,0,0
Australia,,Deaths (per 100k),0.310,0.007283,0.023508,25.725,0,0,0,0
"Western Australia, Australia",,Deaths (per 100k),0.304,0.005431,0.017857,34.310,0,0,0,0
Malaysia,,Deaths (per 100k),0.297,0.004414,0.014881,44.153,0,0,0,0
Indonesia,,Deaths (per 100k),0.252,0.008827,0.035040,17.263,0,0,0,0
"Victoria, Australia",,Deaths (per 100k),0.241,0.004309,0.017857,35.003,0,0,0,0
Iraq,,Deaths (per 100k),0.214,0.001776,0.008306,80.197,0,0,0,0
Azerbaijan,,Deaths (per 100k),0.207,0.008454,0.040816,15.478,0,0,0,-1
Singapore,,Deaths (per 100k),0.205,0.002442,0.011905,55.104,0,0,0,0
Burkina Faso,,Deaths (per 100k),0.196,0.004101,0.020906,30.728,0,0,0,0
Paraguay,,Deaths (per 100k),0.126,0.002003,0.015873,40.548,0,0,0,0
El Salvador,,Deaths (per 100k),0.123,0.002202,0.017857,35.003,0,0,0,0
Niger,,Deaths (per 100k),0.099146,0.003541,0.035714,16.864,0,0,0,-1
Thailand,,Deaths (per 100k),0.073066,0.000819,0.011204,58.397,0,0,0,0
Togo,,Deaths (per 100k),0.072475,0.001726,0.023810,27.378,0,0,0,-1
Venezuela,,Deaths (per 100k),0.035167,0.000502,0.014286,46.093,0,0,0,0
Ghana,,Deaths (per 100k),0.032182,0.000919,0.028571,21.832,0,0,0,0
Zimbabwe,,Deaths (per 100k),0.026913,0.000961,0.035714,16.287,0,0,0,0
