location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Warren, Mississippi",28149,Deaths (per 100k),4.407,0.630,0.143,2.758,3,4,7,1
"Hall, Georgia",13139,Deaths (per 100k),4.402,0.629,0.143,2.874,3,4,7,0
"George, Mississippi",28039,Deaths (per 100k),4.082,0.583,0.143,2.409,3,4,7,-1
"Putnam, Tennessee",47141,Deaths (per 100k),3.739,0.534,0.143,2.409,3,4,7,-1
"Jennings, Indiana",18079,Deaths (per 100k),3.606,0.515,0.143,2.409,3,4,7,-1
"Alpena, Michigan",26007,Deaths (per 100k),3.521,0.503,0.143,2.409,3,4,7,-1
"Cass, North Dakota",38017,Deaths (per 100k),3.298,0.314,0.095238,2.758,3,4,7,7
"York, Pennsylvania",42133,Deaths (per 100k),2.895,0.318,0.110,2.479,3,4,7,3
"Allegany, Maryland",24001,Deaths (per 100k),2.840,0.406,0.143,2.409,3,4,7,1
"Harford, Maryland",24025,Deaths (per 100k),2.740,0.336,0.122,2.758,3,4,7,-1
"Calhoun, Alabama",1015,Deaths (per 100k),2.641,0.377,0.143,2.409,3,4,7,-1
"Scott, Missouri",29201,Deaths (per 100k),2.612,0.373,0.143,2.409,3,4,7,-1
"Clarion, Pennsylvania",42031,Deaths (per 100k),2.602,0.372,0.143,2.409,3,4,7,-1
"Robeson, North Carolina",37155,Deaths (per 100k),1.531,0.219,0.143,2.409,3,4,7,-1
"Black Hawk, Iowa",19013,Deaths (per 100k),1.524,0.218,0.143,2.060,3,4,7,-1
"Pinal, Arizona",4021,Deaths (per 100k),1.513,0.216,0.143,2.310,3,4,7,-1
"Wichita, Texas",48485,Deaths (per 100k),1.513,0.216,0.143,2.409,3,4,7,-1
"Centre, Pennsylvania",42027,Deaths (per 100k),1.232,0.176,0.143,1.710,2,5,7,1
"Sevier, Tennessee",47155,Deaths (per 100k),1.018,0.145,0.143,1.710,2,5,7,0
"Tuscaloosa, Alabama",1125,Deaths (per 100k),0.478,0.068237,0.143,1.710,2,5,7,0
"Terrell, Georgia",13273,Deaths (per 100k),210.995,11.722,0.055556,9.551,5,1,6,1
"Rockland, New York",36087,Deaths (per 100k),123.086,6.051,0.049163,11.398,5,1,6,2
"Toole, Montana",30101,Deaths (per 100k),105.574,6.033,0.057143,9.006,5,1,6,2
"Greer, Oklahoma",40055,Deaths (per 100k),105.042,5.002,0.047619,10.740,5,1,6,2
"Early, Georgia",13099,Deaths (per 100k),98.135,5.608,0.057143,9.353,5,1,6,2
"Decatur, Indiana",18031,Deaths (per 100k),75.304,5.379,0.071429,7.758,5,1,6,1
"Wilkinson, Mississippi",28157,Deaths (per 100k),69.525,4.966,0.071429,6.348,4,2,6,1
"Hampden, Massachusetts",25013,Deaths (per 100k),52.319,4.350,0.083138,6.041,4,2,6,1
"Pointe Coupee, Louisiana",22077,Deaths (per 100k),46.019,3.945,0.085714,4.497,4,2,6,0
"Hartford, Connecticut",9003,Deaths (per 100k),45.081,3.989,0.088486,5.428,4,2,6,0
"Leflore, Mississippi",28083,Deaths (per 100k),42.579,3.041,0.071429,5.769,4,2,6,2
"Upson, Georgia",13293,Deaths (per 100k),41.793,3.257,0.077922,6.001,4,2,6,-1
"Norfolk, Massachusetts",25021,Deaths (per 100k),41.031,4.022,0.098030,4.661,4,2,6,0
"Worth, Georgia",13321,Deaths (per 100k),39.512,2.822,0.071429,6.232,4,2,6,3
"New Haven, Connecticut",9009,Deaths (per 100k),37.672,2.858,0.075865,6.778,4,2,6,0
"Dooly, Georgia",13093,Deaths (per 100k),37.341,3.201,0.085714,6.348,4,2,6,0
"Hopkins, Kentucky",21107,Deaths (per 100k),35.805,2.558,0.071429,5.885,4,2,6,0
"Tama, Iowa",19171,Deaths (per 100k),35.600,3.390,0.095238,5.885,4,2,6,0
"Suffolk, Massachusetts",25025,Deaths (per 100k),35.452,3.536,0.099749,4.517,4,2,6,0
"Tallapoosa, Alabama",1123,Deaths (per 100k),34.682,2.477,0.071429,6.777,4,2,6,0
"Thomas, Georgia",13275,Deaths (per 100k),31.495,2.892,0.091837,6.502,4,2,6,-1
"Essex, Massachusetts",25009,Deaths (per 100k),31.051,2.607,0.083965,5.808,4,2,6,0
"Lafourche, Louisiana",22057,Deaths (per 100k),30.733,2.488,0.080952,6.007,4,2,6,0
"Middlesex, Connecticut",9007,Deaths (per 100k),28.934,2.287,0.079027,6.552,4,2,6,0
"Newton, Indiana",18111,Deaths (per 100k),28.604,3.065,0.107,5.422,4,2,6,0
"Plymouth, Massachusetts",25023,Deaths (per 100k),27.053,2.357,0.087133,5.925,4,2,6,0
"Montgomery, Pennsylvania",42091,Deaths (per 100k),26.838,2.527,0.094170,4.100,4,2,6,0
"Middlesex, Massachusetts",25017,Deaths (per 100k),26.556,2.473,0.093124,5.027,4,2,6,0
"Beaver, Pennsylvania",42007,Deaths (per 100k),26.231,2.527,0.096346,4.065,4,2,6,0
"Lackawanna, Pennsylvania",42069,Deaths (per 100k),25.277,1.976,0.078167,5.717,4,2,6,1
"Lapeer, Michigan",26087,Deaths (per 100k),25.112,2.120,0.084416,5.725,4,2,6,0
"Otsego, Michigan",26137,Deaths (per 100k),24.323,2.316,0.095238,4.497,4,2,6,0
"Chickasaw, Mississippi",28017,Deaths (per 100k),23.388,1.671,0.071429,5.885,4,2,6,6
"Wilkinson, Georgia",13319,Deaths (per 100k),22.336,1.595,0.071429,5.885,4,2,6,6
"Pike, Pennsylvania",42103,Deaths (per 100k),21.502,1.536,0.071429,6.463,4,2,6,3
"Adair, Kentucky",21001,Deaths (per 100k),20.831,2.232,0.107,4.497,4,2,6,-2
"Delaware, Pennsylvania",42045,Deaths (per 100k),20.821,1.815,0.087167,5.326,4,2,6,0
"Jasper, Illinois",17079,Deaths (per 100k),20.812,1.487,0.071429,5.885,4,2,6,0
"Suwannee, Florida",12121,Deaths (per 100k),20.263,1.930,0.095238,4.497,4,2,6,-2
"Waldo, Maine",23027,Deaths (per 100k),20.144,2.158,0.107,4.265,4,2,6,-1
"Adams, Mississippi",28001,Deaths (per 100k),19.548,2.327,0.119,4.635,4,2,6,-1
"Berks, Pennsylvania",42011,Deaths (per 100k),19.470,1.866,0.095819,4.105,4,2,6,-1
"Washington, Oklahoma",40147,Deaths (per 100k),19.407,1.941,0.100000,4.100,4,2,6,0
"Bucks, Pennsylvania",42017,Deaths (per 100k),18.463,1.705,0.092365,4.672,4,2,6,0
"Erie, New York",36029,Deaths (per 100k),17.634,1.384,0.078483,6.361,4,2,6,1
"Panola, Texas",48365,Deaths (per 100k),17.246,1.848,0.107,4.728,4,2,6,0
"Carbon, Pennsylvania",42025,Deaths (per 100k),17.139,1.781,0.104,4.410,4,2,6,0
"Bristol, Massachusetts",25005,Deaths (per 100k),16.985,1.340,0.078869,6.448,4,2,6,1
"Washington, Texas",48477,Deaths (per 100k),16.721,1.593,0.095238,4.497,4,2,6,2
"Morehouse, Louisiana",22067,Deaths (per 100k),16.081,1.149,0.071429,5.885,4,2,6,2
"Worcester, Massachusetts",25027,Deaths (per 100k),16.012,1.445,0.090226,5.298,4,2,6,0
"Luzerne, Pennsylvania",42079,Deaths (per 100k),15.752,1.080,0.068571,6.521,4,2,6,2
"Wagoner, Oklahoma",40145,Deaths (per 100k),14.762,1.230,0.083333,5.191,4,2,6,2
"Wayne, Ohio",39169,Deaths (per 100k),13.828,1.358,0.098214,5.065,4,2,6,1
"San Juan, New Mexico",35045,Deaths (per 100k),13.714,1.152,0.084034,6.301,4,2,6,-1
"Klickitat, Washington",53039,Deaths (per 100k),13.378,1.274,0.095238,6.232,4,2,6,0
"Lehigh, Pennsylvania",42077,Deaths (per 100k),13.268,1.006,0.075802,5.645,4,2,6,2
"Frederick, Maryland",24021,Deaths (per 100k),12.714,1.046,0.082251,6.615,4,2,6,0
"Greene, Indiana",18055,Deaths (per 100k),12.531,1.343,0.107,4.497,4,2,6,1
"Columbia, Pennsylvania",42037,Deaths (per 100k),12.315,1.100,0.089286,4.358,4,2,6,1
"Allen, Ohio",39003,Deaths (per 100k),11.724,1.117,0.095238,5.191,4,2,6,1
"Toombs, Georgia",13279,Deaths (per 100k),11.182,1.065,0.095238,4.844,4,2,6,2
"Rowan, North Carolina",37159,Deaths (per 100k),10.557,1.206,0.114,4.149,4,2,6,1
"Noble, Indiana",18113,Deaths (per 100k),8.378,0.898,0.107,3.338,3,3,6,-1
"Dunklin, Missouri",29069,Deaths (per 100k),6.866,0.981,0.143,3.106,3,3,6,-2
"Walworth, Wisconsin",55127,Deaths (per 100k),6.739,0.825,0.122,3.222,3,3,6,-2
"Tipton, Indiana",18159,Deaths (per 100k),6.602,0.943,0.143,3.106,3,3,6,-2
"Auglaize, Ohio",39011,Deaths (per 100k),6.571,0.626,0.095238,3.802,3,3,6,1
"Jasper, Mississippi",28061,Deaths (per 100k),6.104,0.872,0.143,3.106,3,3,6,-2
"Bond, Illinois",17005,Deaths (per 100k),6.088,0.870,0.143,3.106,3,3,6,-2
"Cook, Georgia",13075,Deaths (per 100k),5.790,0.827,0.143,3.106,3,3,6,-2
"Clay, Mississippi",28025,Deaths (per 100k),5.177,0.740,0.143,3.106,3,3,6,-2
"Indiana, Pennsylvania",42063,Deaths (per 100k),4.758,0.680,0.143,3.454,3,3,6,-1
"Richmond City, Virginia",51760,Deaths (per 100k),4.340,0.620,0.143,3.106,3,3,6,-2
"Calvert, Maryland",24009,Deaths (per 100k),4.323,0.463,0.107,3.338,3,3,6,1
"Lincoln, Louisiana",22061,Deaths (per 100k),4.279,0.611,0.143,3.106,3,3,6,-2
"Itawamba, Mississippi",28057,Deaths (per 100k),4.275,0.611,0.143,3.106,3,3,6,-2
"Portsmouth, Virginia",51740,Deaths (per 100k),4.237,0.605,0.143,3.106,3,3,6,-2
"Erie, Ohio",39043,Deaths (per 100k),4.040,0.385,0.095238,3.454,3,3,6,2
"Queen Anne's, Maryland",24035,Deaths (per 100k),3.970,0.567,0.143,3.454,3,3,6,-1
"Stephens, Georgia",13257,Deaths (per 100k),3.857,0.551,0.143,3.106,3,3,6,-2
"Madison, Illinois",17119,Deaths (per 100k),3.803,0.435,0.114,3.019,3,3,6,0
"Monroe, Indiana",18105,Deaths (per 100k),3.369,0.385,0.114,3.802,3,3,6,1
"Randolph, Illinois",17157,Deaths (per 100k),3.146,0.449,0.143,3.106,3,3,6,-2
"Wasatch, Utah",49051,Deaths (per 100k),2.933,0.419,0.143,3.106,3,3,6,-2
"Wise, Texas",48497,Deaths (per 100k),2.858,0.408,0.143,3.454,3,3,6,-1
"DeKalb, Alabama",1049,Deaths (per 100k),2.797,0.400,0.143,3.454,3,3,6,-1
"Covington, Alabama",1039,Deaths (per 100k),2.699,0.386,0.143,3.106,3,3,6,-2
"Natchitoches, Louisiana",22069,Deaths (per 100k),2.621,0.374,0.143,3.106,3,3,6,-2
"Indian River, Florida",12061,Deaths (per 100k),2.501,0.268,0.107,3.802,3,3,6,1
"Vance, North Carolina",37181,Deaths (per 100k),2.245,0.321,0.143,3.106,3,3,6,-2
"Monroe, Tennessee",47123,Deaths (per 100k),2.148,0.307,0.143,3.106,3,3,6,-2
"Chesapeake, Virginia",51550,Deaths (per 100k),2.042,0.292,0.143,3.106,3,3,6,-1
"Cleveland, North Carolina",37045,Deaths (per 100k),2.042,0.292,0.143,3.454,3,3,6,-1
"Wilson, Texas",48493,Deaths (per 100k),1.958,0.280,0.143,3.106,3,3,6,-2
"Atascosa, Texas",48013,Deaths (per 100k),1.955,0.279,0.143,3.106,3,3,6,-2
"Durham, North Carolina",37063,Deaths (per 100k),1.866,0.222,0.119,3.524,3,3,6,1
"Rusk, Texas",48401,Deaths (per 100k),1.838,0.263,0.143,3.106,3,3,6,-2
"Lenoir, North Carolina",37107,Deaths (per 100k),1.787,0.255,0.143,3.106,3,3,6,-2
"Virginia Beach, Virginia",51810,Deaths (per 100k),1.778,0.222,0.125,3.206,3,3,6,-1
"Rutland, Vermont",50021,Deaths (per 100k),1.718,0.245,0.143,3.106,3,3,6,-2
"Washington, Vermont",50023,Deaths (per 100k),1.712,0.245,0.143,3.106,3,3,6,-2
"Lowndes, Mississippi",28087,Deaths (per 100k),1.707,0.244,0.143,3.106,3,3,6,-2
"Rice, Minnesota",27131,Deaths (per 100k),1.493,0.213,0.143,3.106,3,3,6,-2
"New Hanover, North Carolina",37129,Deaths (per 100k),1.279,0.122,0.095238,2.758,2,4,6,6
"Wake, North Carolina",37183,Deaths (per 100k),0.810,0.116,0.143,2.099,2,4,6,-1
"Yellowstone, Montana",30111,Deaths (per 100k),0.620,0.088566,0.143,2.409,2,4,6,-1
"Anoka, Minnesota",27003,Deaths (per 100k),0.560,0.080050,0.143,2.758,2,4,6,-1
"Union, New Jersey",34039,Deaths (per 100k),69.562,3.826,0.055002,10.824,4,1,5,0
"Bienville, Louisiana",22013,Deaths (per 100k),67.971,3.237,0.047619,13.513,4,1,5,-3
"Sumter, Georgia",13261,Deaths (per 100k),60.967,2.903,0.047619,11.665,4,1,5,0
"Suffolk, New York",36103,Deaths (per 100k),60.138,2.709,0.045045,12.454,4,1,5,1
"Fairfield, Connecticut",9001,Deaths (per 100k),57.668,3.892,0.067489,8.093,4,1,5,0
"Passaic, New Jersey",34031,Deaths (per 100k),52.409,3.046,0.058121,10.228,4,1,5,0
"Somerset, New Jersey",34035,Deaths (per 100k),51.682,3.431,0.066387,8.431,4,1,5,-1
"Macomb, Michigan",26099,Deaths (per 100k),50.917,2.485,0.048796,11.871,4,1,5,0
"Chambers, Alabama",1017,Deaths (per 100k),48.115,2.578,0.053571,9.469,4,1,5,0
"Red River, Louisiana",22081,Deaths (per 100k),47.382,3.384,0.071429,7.273,4,1,5,-1
"Sussex, New Jersey",34037,Deaths (per 100k),45.555,2.542,0.055804,10.269,4,1,5,0
"Warren, New Jersey",34041,Deaths (per 100k),44.648,2.986,0.066869,8.344,4,1,5,-1
"Middlesex, New Jersey",34023,Deaths (per 100k),41.815,2.234,0.053416,11.294,4,1,5,0
"East Feliciana, Louisiana",22037,Deaths (per 100k),41.808,2.986,0.071429,8.313,4,1,5,-1
"Monmouth, New Jersey",34025,Deaths (per 100k),37.169,1.962,0.052795,11.637,4,1,5,0
"Ocean, New Jersey",34029,Deaths (per 100k),36.562,1.718,0.046976,13.181,4,1,5,0
"Lyon, Kentucky",21143,Deaths (per 100k),36.541,1.740,0.047619,10.047,4,1,5,-2
"De Soto, Louisiana",22031,Deaths (per 100k),36.413,1.561,0.042857,13.282,4,1,5,2
"Caddo, Louisiana",22017,Deaths (per 100k),34.554,1.606,0.046472,11.562,4,1,5,0
"Mercer, New Jersey",34021,Deaths (per 100k),33.204,1.983,0.059719,9.584,4,1,5,-1
"Litchfield, Connecticut",9005,Deaths (per 100k),32.717,2.377,0.072639,7.458,4,1,5,-1
"Genesee, Michigan",26049,Deaths (per 100k),32.281,1.584,0.049073,11.588,4,1,5,0
"St. Landry, Louisiana",22097,Deaths (per 100k),31.659,1.740,0.054945,9.145,4,1,5,0
"Lee, South Carolina",45061,Deaths (per 100k),29.712,1.698,0.057143,10.740,4,1,5,0
"Holmes, Mississippi",28051,Deaths (per 100k),29.394,1.680,0.057143,9.006,4,1,5,2
"Steuben, New York",36101,Deaths (per 100k),28.308,1.648,0.058201,9.101,4,1,5,-1
"Washington, Louisiana",22117,Deaths (per 100k),28.142,1.237,0.043956,12.993,4,1,5,2
"Nez Perce, Idaho",16069,Deaths (per 100k),27.222,1.768,0.064935,9.769,4,1,5,-1
"Wyandotte, Kansas",20209,Deaths (per 100k),27.202,1.295,0.047619,11.711,4,1,5,0
"Monroe, Pennsylvania",42089,Deaths (per 100k),27.016,1.594,0.059006,8.514,4,1,5,0
"Madison, Indiana",18095,Deaths (per 100k),26.241,1.985,0.075630,7.504,4,1,5,-1
"Philadelphia, Pennsylvania",42101,Deaths (per 100k),24.873,1.695,0.068165,7.962,4,1,5,-1
"Seminole, Georgia",13253,Deaths (per 100k),24.722,1.766,0.071429,7.966,4,1,5,-2
"Johnson, Indiana",18081,Deaths (per 100k),24.657,1.626,0.065934,8.120,4,1,5,0
"St. Martin, Louisiana",22099,Deaths (per 100k),24.330,1.069,0.043956,13.340,4,1,5,0
"Mahoning, Ohio",39099,Deaths (per 100k),23.613,1.187,0.050265,11.470,4,1,5,0
"Berkshire, Massachusetts",25003,Deaths (per 100k),23.210,1.029,0.044335,12.974,4,1,5,2
"Lauderdale, Mississippi",28075,Deaths (per 100k),22.934,1.156,0.050420,10.856,4,1,5,0
"Terrebonne, Louisiana",22109,Deaths (per 100k),22.632,1.035,0.045714,11.953,4,1,5,1
"Henrico, Virginia",51087,Deaths (per 100k),21.764,1.295,0.059524,9.792,4,1,5,1
"Montrose, Colorado",8085,Deaths (per 100k),21.049,1.336,0.063492,7.966,4,1,5,0
"East Baton Rouge, Louisiana",22033,Deaths (per 100k),20.452,1.039,0.050794,10.523,4,1,5,2
"Monroe, Illinois",17133,Deaths (per 100k),20.210,1.650,0.081633,7.099,4,1,5,-2
"Tolland, Connecticut",9013,Deaths (per 100k),19.904,1.137,0.057143,9.642,4,1,5,2
"Winona, Minnesota",27169,Deaths (per 100k),19.808,1.132,0.057143,9.700,4,1,5,0
"Lancaster, Pennsylvania",42071,Deaths (per 100k),19.607,1.335,0.068091,7.558,4,1,5,-2
"Ware, Georgia",13299,Deaths (per 100k),19.589,1.199,0.061224,8.429,4,1,5,1
"Cook, Illinois",17031,Deaths (per 100k),19.455,1.179,0.060593,9.053,4,1,5,0
"Saginaw, Michigan",26145,Deaths (per 100k),16.794,1.125,0.066964,7.596,4,1,5,-1
"Camden, New Jersey",34007,Deaths (per 100k),15.993,1.128,0.070547,8.001,4,1,5,-1
"Columbiana, Ohio",39029,Deaths (per 100k),15.704,1.122,0.071429,7.099,4,1,5,1
"Iberia, Louisiana",22045,Deaths (per 100k),14.320,1.023,0.071429,7.550,4,1,5,1
"Crawford, Michigan",26039,Deaths (per 100k),14.256,1.018,0.071429,7.966,4,1,5,-1
"Charles, Maryland",24017,Deaths (per 100k),14.088,0.963,0.068323,6.957,3,2,5,1
"Carroll, Illinois",17015,Deaths (per 100k),13.981,0.999,0.071429,5.191,3,2,5,5
"Burlington, New Jersey",34005,Deaths (per 100k),13.697,1.059,0.077283,7.798,4,1,5,-1
"Sussex, Delaware",10005,Deaths (per 100k),13.662,0.976,0.071429,6.752,3,2,5,1
"Shelby, Indiana",18145,Deaths (per 100k),13.414,0.958,0.071429,6.348,3,2,5,2
"Smith, Mississippi",28129,Deaths (per 100k),12.566,0.898,0.071429,5.885,3,2,5,5
"Humboldt, Nevada",32013,Deaths (per 100k),11.883,0.849,0.071429,6.579,3,2,5,-3
"Twin Falls, Idaho",16083,Deaths (per 100k),11.510,0.987,0.085714,6.694,3,2,5,-1
"Henderson, North Carolina",37089,Deaths (per 100k),11.072,0.852,0.076923,6.777,3,2,5,1
"Montgomery, Maryland",24031,Deaths (per 100k),11.040,0.843,0.076355,6.098,3,2,5,0
"Marengo, Alabama",1091,Deaths (per 100k),10.603,0.757,0.071429,5.885,3,2,5,5
"Crittenden, Arkansas",5035,Deaths (per 100k),10.426,0.894,0.085714,6.116,3,2,5,1
"Northampton, North Carolina",37131,Deaths (per 100k),10.265,0.733,0.071429,6.579,3,2,5,0
"Washington, Ohio",39167,Deaths (per 100k),10.015,0.954,0.095238,6.232,3,2,5,-2
"Baltimore City, Maryland",24510,Deaths (per 100k),9.941,0.722,0.072639,6.694,3,2,5,0
"Wood, Ohio",39173,Deaths (per 100k),9.938,0.983,0.098901,4.188,3,2,5,-1
"Susquehanna, Pennsylvania",42115,Deaths (per 100k),9.919,0.708,0.071429,6.232,3,2,5,1
"Geauga, Ohio",39055,Deaths (per 100k),9.610,0.915,0.095238,4.033,3,2,5,1
"St. Clair, Michigan",26147,Deaths (per 100k),9.426,0.718,0.076190,5.625,3,2,5,1
"Muscatine, Iowa",19139,Deaths (per 100k),9.376,0.670,0.071429,6.926,3,2,5,-2
"Coahoma, Mississippi",28027,Deaths (per 100k),9.040,0.646,0.071429,6.579,3,2,5,0
"Belmont, Ohio",39013,Deaths (per 100k),8.954,0.640,0.071429,5.654,3,2,5,1
"Mobile, Alabama",1097,Deaths (per 100k),8.954,0.691,0.077220,6.093,3,2,5,1
"Baldwin, Georgia",13009,Deaths (per 100k),8.911,0.636,0.071429,5.885,3,2,5,1
"Burke, North Carolina",37023,Deaths (per 100k),8.841,0.789,0.089286,5.191,3,2,5,1
"Granville, North Carolina",37077,Deaths (per 100k),8.272,0.945,0.114,4.149,3,2,5,-3
"Randolph, Indiana",18135,Deaths (per 100k),8.109,0.579,0.071429,5.191,3,2,5,5
"Grant, Kentucky",21081,Deaths (per 100k),7.978,0.570,0.071429,5.191,3,2,5,5
"Iosco, Michigan",26069,Deaths (per 100k),7.960,0.569,0.071429,5.885,3,2,5,5
"Warrick, Indiana",18173,Deaths (per 100k),7.937,0.680,0.085714,6.116,3,2,5,1
"Delaware, Indiana",18035,Deaths (per 100k),7.885,0.751,0.095238,4.381,3,2,5,0
"Kent, Delaware",10001,Deaths (per 100k),7.744,0.553,0.071429,6.777,3,2,5,0
"Niagara, New York",36063,Deaths (per 100k),7.645,0.751,0.098214,4.433,3,2,5,1
"Pike, Mississippi",28113,Deaths (per 100k),7.636,0.727,0.095238,4.844,3,2,5,1
"Hennepin, Minnesota",27053,Deaths (per 100k),7.505,0.621,0.082707,5.595,3,2,5,0
"Wilson, North Carolina",37195,Deaths (per 100k),7.335,0.524,0.071429,5.885,3,2,5,3
"Allen, Indiana",18003,Deaths (per 100k),7.118,0.527,0.074074,6.678,3,2,5,1
"McKinley, New Mexico",35031,Deaths (per 100k),7.006,0.601,0.085714,6.116,3,2,5,0
"Sarasota, Florida",12115,Deaths (per 100k),6.917,0.527,0.076190,6.535,3,2,5,1
"Neshoba, Mississippi",28099,Deaths (per 100k),6.869,0.491,0.071429,6.579,3,2,5,-2
"Habersham, Georgia",13137,Deaths (per 100k),6.618,0.630,0.095238,4.844,3,2,5,1
"McHenry, Illinois",17111,Deaths (per 100k),6.498,0.557,0.085714,5.885,3,2,5,0
"Livingston, Louisiana",22063,Deaths (per 100k),6.393,0.507,0.079365,6.579,3,2,5,-1
"Pima, Arizona",4019,Deaths (per 100k),6.207,0.491,0.079121,5.846,3,2,5,0
