location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
Cote d'Ivoire,,Deaths (per 100k),0.034119,0.002166,0.063492,7.099,0,1,1,0
Kenya,,Deaths (per 100k),0.026036,0.001328,0.051020,9.353,0,1,1,0
Senegal,,Deaths (per 100k),0.017917,0.000853,0.047619,10.047,0,1,1,1
Tanzania,,Deaths (per 100k),0.011719,0.000478,0.040816,9.006,0,1,1,-1
Burma,,Deaths (per 100k),0.009190,0.000525,0.057143,9.700,0,1,1,1
"Korea, South",,Deaths (per 100k),0.456,0.005851,0.012821,51.441,0,0,0,0
Bahrain,,Deaths (per 100k),0.411,0.008396,0.020408,32.230,0,0,0,-1
"New South Wales, Australia",,Deaths (per 100k),0.320,0.005279,0.016484,40.317,0,0,0,0
Lebanon,,Deaths (per 100k),0.308,0.002093,0.006803,100.159,0,0,0,0
Uruguay,,Deaths (per 100k),0.288,0.008225,0.028571,19.753,0,0,0,0
Qatar,,Deaths (per 100k),0.278,0.009917,0.035714,16.980,0,0,0,0
Malaysia,,Deaths (per 100k),0.275,0.006621,0.024077,26.269,0,0,0,0
"Western Australia, Australia",,Deaths (per 100k),0.266,0.005431,0.020408,30.151,0,0,0,0
Australia,,Deaths (per 100k),0.263,0.005602,0.021322,30.289,0,0,0,0
Iraq,,Deaths (per 100k),0.204,0.003552,0.017422,38.053,0,0,0,0
Singapore,,Deaths (per 100k),0.188,0.007326,0.038961,15.593,0,0,0,-1
Burkina Faso,,Deaths (per 100k),0.172,0.006151,0.035714,16.518,0,0,0,-1
Jamaica,,Deaths (per 100k),0.169,0.004824,0.028571,21.832,0,0,0,0
Liberia,,Deaths (per 100k),0.158,0.005649,0.035714,14.553,0,0,0,-1
"Queensland, Australia",,Deaths (per 100k),0.117,0.002793,0.023810,24.605,0,0,0,0
Paraguay,,Deaths (per 100k),0.112,0.004006,0.035714,17.326,0,0,0,-1
El Salvador,,Deaths (per 100k),0.108,0.002202,0.020408,30.151,0,0,0,0
Costa Rica,,Deaths (per 100k),0.098152,0.002804,0.028571,16.980,0,0,0,0
Thailand,,Deaths (per 100k),0.067335,0.002456,0.036474,17.095,0,0,0,-1
Georgia,,Deaths (per 100k),0.037674,0.001345,0.035714,14.900,0,0,0,0
Ghana,,Deaths (per 100k),0.028964,0.000460,0.015873,39.162,0,0,0,0
Uzbekistan,,Deaths (per 100k),0.014939,0.000427,0.028571,19.753,0,0,0,0
