location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
Japan,,Confirmed (per 100k),10.461,0.332,0.031690,19.175,3,0,3,-1
Kyrgyzstan,,Confirmed (per 100k),10.193,0.348,0.034157,18.331,3,0,3,0
Argentina,,Confirmed (per 100k),8.364,0.323,0.038624,15.099,3,0,3,0
Congo (Kinshasa),,Confirmed (per 100k),7.539,0.282,0.037431,15.899,3,0,3,0
Algeria,,Confirmed (per 100k),7.425,0.235,0.031678,19.292,3,0,3,0
Honduras,,Confirmed (per 100k),6.330,0.245,0.038733,14.696,3,0,3,1
El Salvador,,Confirmed (per 100k),4.224,0.185,0.043796,13.505,2,1,3,-1
Egypt,,Confirmed (per 100k),4.220,0.180,0.042569,13.615,2,1,3,0
Afghanistan,,Confirmed (per 100k),3.758,0.194,0.051753,10.613,2,1,3,0
Liberia,,Confirmed (per 100k),2.373,0.124,0.052381,11.150,2,1,3,0
Sri Lanka,,Confirmed (per 100k),2.148,0.137,0.063975,7.936,2,1,3,0
India,,Confirmed (per 100k),1.905,0.109,0.057403,9.592,2,1,3,0
Mali,,Confirmed (per 100k),1.827,0.109,0.059459,8.763,2,1,3,0
Nigeria,,Confirmed (per 100k),0.573,0.044353,0.077351,6.241,1,2,3,0
Sudan,,Confirmed (per 100k),0.486,0.047891,0.098592,4.270,1,2,3,-1
Mozambique,,Confirmed (per 100k),0.224,0.015997,0.071429,6.361,1,2,3,2
"Reunion, France",,Confirmed (per 100k),46.576,0.160,0.003426,199.072,2,0,2,-1
"New South Wales, Australia",,Confirmed (per 100k),36.881,0.120,0.003245,210.207,2,0,2,0
New Zealand,,Confirmed (per 100k),30.484,0.142,0.004665,146.283,2,0,2,0
Barbados,,Confirmed (per 100k),27.490,0.199,0.007233,91.842,2,0,2,1
Australia,,Confirmed (per 100k),26.251,0.082353,0.003137,217.594,2,0,2,0
Mauritius,,Confirmed (per 100k),26.027,0.067398,0.002590,266.053,2,0,2,0
"Australian Capital Territory, Australia",,Confirmed (per 100k),24.761,0.100,0.004043,167.626,2,0,2,1
Antigua and Barbuda,,Confirmed (per 100k),24.508,0.146,0.005952,114.022,2,0,2,0
"Victoria, Australia",,Confirmed (per 100k),20.302,0.058178,0.002866,238.455,2,0,2,0
"Manitoba, Canada",,Confirmed (per 100k),19.383,0.145,0.007491,89.366,2,0,2,0
Malaysia,,Confirmed (per 100k),17.741,0.193,0.010872,61.297,2,0,2,0
Costa Rica,,Confirmed (per 100k),13.604,0.107,0.007833,86.077,2,0,2,0
Lebanon,,Confirmed (per 100k),10.314,0.066976,0.006494,103.560,2,0,2,0
"Curacao, Netherlands",,Confirmed (per 100k),9.751,0.174,0.017857,35.003,2,0,2,2
Guyana,,Confirmed (per 100k),9.281,0.182,0.019569,32.854,2,0,2,-1
Tunisia,,Confirmed (per 100k),7.945,0.090656,0.011410,58.201,2,0,2,0
Philippines,,Confirmed (per 100k),6.656,0.157,0.023640,26.926,2,0,2,0
Uzbekistan,,Confirmed (per 100k),5.563,0.159,0.028541,22.030,2,0,2,0
Iraq,,Confirmed (per 100k),4.383,0.088792,0.020258,31.520,2,0,2,0
Georgia,,Confirmed (per 100k),4.295,0.091494,0.021303,29.671,2,0,2,0
Cote d'Ivoire,,Confirmed (per 100k),4.083,0.149,0.036610,16.528,2,0,2,-2
Paraguay,,Confirmed (per 100k),3.197,0.052075,0.016291,39.615,2,0,2,1
Indonesia,,Confirmed (per 100k),3.147,0.123,0.039154,15.071,2,0,2,0
Timor-Leste,,Confirmed (per 100k),1.820,0.065012,0.035714,17.904,2,0,2,0
Haiti,,Confirmed (per 100k),0.631,0.035080,0.055556,10.517,1,1,2,0
Tanzania,,Confirmed (per 100k),0.501,0.036352,0.072623,8.057,1,1,2,-1
Zambia,,Confirmed (per 100k),0.457,0.020981,0.045918,12.846,1,1,2,0
Chad,,Confirmed (per 100k),0.280,0.011306,0.040373,13.033,1,1,2,2
Burma,,Confirmed (per 100k),0.268,0.012603,0.046967,12.690,1,1,2,0
Malawi,,Confirmed (per 100k),0.173,0.011948,0.069264,7.186,1,1,2,-1
Burundi,,Confirmed (per 100k),0.092509,0.007208,0.077922,6.463,0,2,2,0
"Guadeloupe, France",,Confirmed (per 100k),37.238,0.035703,0.000959,719.140,1,0,1,-1
"South Australia, Australia",,Confirmed (per 100k),24.936,0.024399,0.000978,705.277,1,0,1,0
"Korea, South",,Confirmed (per 100k),20.925,0.020898,0.000999,691.562,1,0,1,0
"Western Australia, Australia",,Confirmed (per 100k),20.870,0.043445,0.002082,329.505,1,0,1,-1
"Queensland, Australia",,Confirmed (per 100k),20.057,0.030719,0.001532,449.443,1,0,1,-1
"Hong Kong, China",,Confirmed (per 100k),14.137,0.025318,0.001791,384.563,1,0,1,0
Trinidad and Tobago,,Confirmed (per 100k),8.217,0.010208,0.001242,556.251,1,0,1,0
Jordan,,Confirmed (per 100k),4.352,0.043404,0.009974,67.335,1,0,1,0
Thailand,,Confirmed (per 100k),4.165,0.035612,0.008551,78.716,1,0,1,0
Burkina Faso,,Confirmed (per 100k),3.009,0.043739,0.014536,45.574,1,0,1,0
Niger,,Confirmed (per 100k),2.826,0.026557,0.009398,71.293,1,0,1,-1
Guinea-Bissau,,Confirmed (per 100k),2.642,0.043554,0.016484,40.548,1,0,1,-1
"Heilongjiang, China",,Confirmed (per 100k),2.468,0.016212,0.006570,103.303,1,0,1,0
Taiwan*,,Confirmed (per 100k),1.801,0.018594,0.010323,66.217,1,0,1,0
Hong Kong,,Confirmed (per 100k),1.568,0.029213,0.018634,34.494,1,0,1,0
Rwanda,,Confirmed (per 100k),1.413,0.043015,0.030445,19.379,1,0,1,0
Togo,,Confirmed (per 100k),1.160,0.020707,0.017857,35.234,1,0,1,0
Venezuela,,Confirmed (per 100k),1.136,0.048229,0.042459,14.358,1,0,1,-2
Mongolia,,Confirmed (per 100k),1.129,0.026146,0.023166,27.840,1,0,1,0
Botswana,,Confirmed (per 100k),0.936,0.042524,0.045455,14.306,1,0,1,-1
Bhutan,,Confirmed (per 100k),0.907,0.037028,0.040816,14.553,1,0,1,-1
Libya,,Confirmed (per 100k),0.888,0.024949,0.028103,22.410,1,0,1,0
"Shaanxi, China",,Confirmed (per 100k),0.746,0.011175,0.014985,43.991,1,0,1,1
Kenya,,Confirmed (per 100k),0.638,0.021520,0.033736,18.041,1,0,1,0
Central African Republic,,Confirmed (per 100k),0.331,0.011831,0.035714,16.980,1,0,1,0
Nepal,,Confirmed (per 100k),0.168,0.008825,0.052478,11.048,0,1,1,-2
China,,Confirmed (per 100k),5.830,0.000248,0.000043,16280.655,0,0,0,0
"Shanghai, China",,Confirmed (per 100k),2.655,0.008271,0.003115,221.163,0,0,0,0
"Guangdong, China",,Confirmed (per 100k),1.420,0.000895,0.000631,1096.905,0,0,0,0
"Tianjin, China",,Confirmed (per 100k),1.220,0.000918,0.000752,918.073,0,0,0,0
"Inner Mongolia, China",,Confirmed (per 100k),0.783,0.002824,0.003608,188.744,0,0,0,0
Madagascar,,Confirmed (per 100k),0.444,0.001548,0.003484,196.045,0,0,0,0
"Jilin, China",,Confirmed (per 100k),0.401,0.003681,0.009174,73.523,0,0,0,0
"Yunnan, China",,Confirmed (per 100k),0.385,0.000298,0.000772,893.813,0,0,0,0
"Liaoning, China",,Confirmed (per 100k),0.334,0.000327,0.000978,705.970,0,0,0,0
Vietnam,,Confirmed (per 100k),0.277,0.000294,0.001058,651.212,0,0,0,0
Syria,,Confirmed (per 100k),0.240,0.003265,0.013605,49.559,0,0,0,0
Zimbabwe,,Confirmed (per 100k),0.209,0.005767,0.027650,22.063,0,0,0,0
Taiwan,,Confirmed (per 100k),0.189,0.002399,0.012698,53.025,0,0,0,0
Nicaragua,,Confirmed (per 100k),0.181,0.006469,0.035714,16.749,0,0,0,0
Uganda,,Confirmed (per 100k),0.164,0.005934,0.036190,16.432,0,0,0,0
Ethiopia,,Confirmed (per 100k),0.106,0.002112,0.019906,32.434,0,0,0,0
Papua New Guinea,,Confirmed (per 100k),0.089415,0.001597,0.017857,36.389,0,0,0,0
Angola,,Confirmed (per 100k),0.076066,0.000435,0.005714,118.874,0,0,0,0
South Sudan,,Confirmed (per 100k),0.044668,0.001276,0.028571,21.139,0,0,0,0
