location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Pike, Georgia",13231,Deaths (per 100k),5.274,0.753,0.143,2.409,3,4,7,-1
"Kent, Maryland",24029,Deaths (per 100k),5.149,0.736,0.143,2.409,3,4,7,-1
"Texas, Oklahoma",40139,Deaths (per 100k),5.004,0.715,0.143,2.409,3,4,7,-1
"Adams, Wisconsin",55001,Deaths (per 100k),4.946,0.707,0.143,2.409,3,4,7,-1
"Kewaunee, Wisconsin",55061,Deaths (per 100k),4.894,0.699,0.143,2.409,3,4,7,-1
"Alexandria, Virginia",51510,Deaths (per 100k),4.391,0.538,0.122,2.409,3,4,7,-1
"Shelby, Kentucky",21211,Deaths (per 100k),4.080,0.583,0.143,2.409,3,4,7,-1
"St. Mary's, Maryland",24037,Deaths (per 100k),3.524,0.503,0.143,2.409,3,4,7,-1
"Monroe, Indiana",18105,Deaths (per 100k),2.695,0.385,0.143,2.060,3,4,7,1
"Colleton, South Carolina",45029,Deaths (per 100k),2.654,0.379,0.143,2.409,3,4,7,-1
"Marinette, Wisconsin",55075,Deaths (per 100k),2.478,0.354,0.143,2.409,3,4,7,-1
"DeKalb, Indiana",18033,Deaths (per 100k),2.300,0.329,0.143,2.409,3,4,7,-1
"Warren, Mississippi",28149,Deaths (per 100k),2.204,0.315,0.143,2.409,3,4,7,-1
"Rogers, Oklahoma",40131,Deaths (per 100k),2.163,0.309,0.143,2.758,3,4,7,-1
"Henry, Indiana",18065,Deaths (per 100k),2.085,0.298,0.143,2.409,3,4,7,-1
"Lancaster, South Carolina",45057,Deaths (per 100k),2.041,0.292,0.143,2.758,3,4,7,-1
"Ogle, Illinois",17141,Deaths (per 100k),1.975,0.282,0.143,2.409,3,4,7,-1
"Grady, Oklahoma",40051,Deaths (per 100k),1.791,0.256,0.143,2.409,3,4,7,-1
"Cumberland, North Carolina",37051,Deaths (per 100k),1.788,0.213,0.119,2.549,3,4,7,2
"Tehama, California",6103,Deaths (per 100k),1.536,0.219,0.143,2.409,3,4,7,-1
"Allegany, Maryland",24001,Deaths (per 100k),1.420,0.203,0.143,2.409,3,4,7,-1
"Virginia Beach, Virginia",51810,Deaths (per 100k),1.333,0.159,0.119,1.990,2,5,7,7
"Washington, Pennsylvania",42125,Deaths (per 100k),0.967,0.138,0.143,1.710,2,5,7,1
"Craighead, Arkansas",5031,Deaths (per 100k),0.906,0.129,0.143,1.710,2,5,7,0
"Yuma, Arizona",4027,Deaths (per 100k),0.468,0.066822,0.143,1.710,2,5,7,0
"Wake, North Carolina",37183,Deaths (per 100k),0.360,0.051399,0.143,1.534,2,5,7,1
"Terrell, Georgia",13273,Deaths (per 100k),164.107,6.698,0.040816,13.687,5,1,6,1
"Mitchell, Georgia",13205,Deaths (per 100k),105.201,5.881,0.055901,9.893,5,1,6,1
"Rockland, New York",36087,Deaths (per 100k),102.520,5.876,0.057314,9.860,5,1,6,0
"Essex, New Jersey",34013,Deaths (per 100k),92.619,5.722,0.061776,8.408,5,1,6,-1
"Clay, Georgia",13061,Deaths (per 100k),70.572,5.041,0.071429,7.273,5,1,6,-1
"Passaic, New Jersey",34031,Deaths (per 100k),49.818,3.530,0.070857,6.803,4,2,6,0
"Warren, New Jersey",34041,Deaths (per 100k),41.798,2.850,0.068182,6.546,4,2,6,0
"Humphreys, Mississippi",28053,Deaths (per 100k),37.202,3.543,0.095238,4.497,4,2,6,-1
"East Feliciana, Louisiana",22037,Deaths (per 100k),36.582,3.733,0.102,4.635,4,2,6,-1
"Red River, Louisiana",22081,Deaths (per 100k),35.537,3.384,0.095238,5.538,4,2,6,0
"Norfolk, Massachusetts",25021,Deaths (per 100k),34.523,2.345,0.067916,5.233,4,2,6,-1
"Hartford, Connecticut",9003,Deaths (per 100k),33.082,3.012,0.091041,4.855,4,2,6,-1
"Mercer, New Jersey",34021,Deaths (per 100k),30.754,2.372,0.077118,5.874,4,2,6,0
"New Haven, Connecticut",9009,Deaths (per 100k),30.067,2.240,0.074486,6.289,4,2,6,0
"Dooly, Georgia",13093,Deaths (per 100k),29.873,3.201,0.107,4.265,4,2,6,-2
"Tallapoosa, Alabama",1123,Deaths (per 100k),29.727,2.477,0.083333,4.596,4,2,6,-1
"Suffolk, Massachusetts",25025,Deaths (per 100k),29.357,1.937,0.065981,5.369,4,2,6,0
"Pointe Coupee, Louisiana",22077,Deaths (per 100k),27.612,1.972,0.071429,5.885,4,2,6,-1
"Nez Perce, Idaho",16069,Deaths (per 100k),27.222,2.121,0.077922,6.116,4,2,6,-1
"Litchfield, Connecticut",9005,Deaths (per 100k),26.617,2.218,0.083333,5.835,4,2,6,-1
"Essex, Massachusetts",25009,Deaths (per 100k),26.488,1.575,0.059467,6.978,4,2,6,0
"Plymouth, Massachusetts",25023,Deaths (per 100k),25.134,1.480,0.058888,6.592,4,2,6,0
"Madison, Indiana",18095,Deaths (per 100k),24.697,1.874,0.075893,5.803,4,2,6,0
"Middlesex, Connecticut",9007,Deaths (per 100k),24.625,1.671,0.067857,6.396,4,2,6,1
"Steuben, New York",36101,Deaths (per 100k),24.114,2.247,0.093168,4.728,4,2,6,0
"Middlesex, Massachusetts",25017,Deaths (per 100k),23.081,1.392,0.060292,6.009,4,2,6,0
"Philadelphia, Pennsylvania",42101,Deaths (per 100k),23.042,1.849,0.080235,5.387,4,2,6,0
"Hopkins, Kentucky",21107,Deaths (per 100k),22.378,1.598,0.071429,6.718,4,2,6,0
"Allamakee, Iowa",19005,Deaths (per 100k),21.919,2.087,0.095238,4.497,4,2,6,-1
"Beaver, Pennsylvania",42007,Deaths (per 100k),19.521,1.569,0.080357,4.033,4,2,6,4
"Lancaster, Pennsylvania",42071,Deaths (per 100k),17.958,1.204,0.067055,5.372,4,2,6,-1
"Montrose, Colorado",8085,Deaths (per 100k),16.371,1.336,0.081633,6.232,4,2,6,0
"Cape May, New Jersey",34009,Deaths (per 100k),15.211,1.397,0.091837,5.499,4,2,6,0
"Camden, New Jersey",34007,Deaths (per 100k),14.611,1.241,0.084942,5.222,4,2,6,1
"Crawford, Michigan",26039,Deaths (per 100k),14.256,1.018,0.071429,5.885,4,2,6,6
"Klickitat, Washington",53039,Deaths (per 100k),13.378,1.274,0.095238,4.149,4,2,6,1
"Tangipahoa, Louisiana",22105,Deaths (per 100k),13.357,1.166,0.087302,5.759,4,2,6,0
"Burlington, New Jersey",34005,Deaths (per 100k),13.023,1.123,0.086207,5.250,4,2,6,1
"Panola, Texas",48365,Deaths (per 100k),12.934,1.232,0.095238,4.844,4,2,6,-1
"Saginaw, Michigan",26145,Deaths (per 100k),12.596,1.125,0.089286,5.469,4,2,6,1
"Carbon, Pennsylvania",42025,Deaths (per 100k),12.465,1.113,0.089286,4.635,4,2,6,1
"Frederick, Maryland",24021,Deaths (per 100k),11.944,1.101,0.092166,4.288,4,2,6,1
"Humboldt, Nevada",32013,Deaths (per 100k),11.883,0.849,0.071429,3.106,3,3,6,-2
"Washington, Oklahoma",40147,Deaths (per 100k),11.644,1.109,0.095238,4.844,4,2,6,-1
"Washington, Texas",48477,Deaths (per 100k),11.148,1.194,0.107,4.265,4,2,6,1
"Tift, Georgia",13277,Deaths (per 100k),9.842,1.054,0.107,4.033,4,2,6,-2
"Wood, Ohio",39173,Deaths (per 100k),6.880,0.655,0.095238,3.802,3,3,6,1
"Neshoba, Mississippi",28099,Deaths (per 100k),6.869,0.491,0.071429,3.106,3,3,6,-2
"Otsego, New York",36077,Deaths (per 100k),6.723,0.720,0.107,3.570,3,3,6,1
"Muhlenberg, Kentucky",21177,Deaths (per 100k),6.531,0.933,0.143,3.106,3,3,6,-2
"Wakulla, Florida",12129,Deaths (per 100k),5.928,0.847,0.143,3.802,3,3,6,-1
"Lorain, Ohio",39093,Deaths (per 100k),5.487,0.507,0.092437,3.675,3,3,6,3
"Pima, Arizona",4019,Deaths (per 100k),5.347,0.546,0.102,3.628,3,3,6,3
"Ashtabula, Ohio",39007,Deaths (per 100k),5.142,0.588,0.114,3.106,3,3,6,-1
"Carroll, Indiana",18015,Deaths (per 100k),4.937,0.705,0.143,3.106,3,3,6,-2
"Hood, Texas",48221,Deaths (per 100k),4.867,0.463,0.095238,3.454,3,3,6,6
"Leake, Mississippi",28079,Deaths (per 100k),4.389,0.627,0.143,3.106,3,3,6,-2
"Grady, Georgia",13131,Deaths (per 100k),4.060,0.580,0.143,3.106,3,3,6,-2
"Calhoun, Michigan",26025,Deaths (per 100k),3.727,0.426,0.114,3.628,3,3,6,-1
"Door, Wisconsin",55029,Deaths (per 100k),3.614,0.516,0.143,3.106,3,3,6,-2
"Meade, Kentucky",21163,Deaths (per 100k),3.500,0.500,0.143,3.106,3,3,6,-2
"Haralson, Georgia",13143,Deaths (per 100k),3.357,0.480,0.143,3.106,3,3,6,-2
"Laurel, Kentucky",21125,Deaths (per 100k),3.289,0.470,0.143,3.106,3,3,6,-2
"Kennebec, Maine",23011,Deaths (per 100k),3.271,0.350,0.107,3.338,3,3,6,1
"Kleberg, Texas",48273,Deaths (per 100k),3.259,0.466,0.143,3.106,3,3,6,-2
"Wayne, North Carolina",37191,Deaths (per 100k),3.249,0.348,0.107,3.802,3,3,6,-2
"Franklin, Alabama",1059,Deaths (per 100k),3.189,0.456,0.143,3.106,3,3,6,-2
"Shiawassee, Michigan",26155,Deaths (per 100k),2.936,0.419,0.143,3.454,3,3,6,-1
"Lebanon, Pennsylvania",42075,Deaths (per 100k),2.821,0.302,0.107,3.106,3,3,6,3
"Finney, Kansas",20055,Deaths (per 100k),2.742,0.392,0.143,3.106,3,3,6,-2
"Yadkin, North Carolina",37197,Deaths (per 100k),2.655,0.379,0.143,3.106,3,3,6,-2
"Polk, Iowa",19153,Deaths (per 100k),2.652,0.262,0.098901,3.725,3,3,6,2
"Brown, Texas",48049,Deaths (per 100k),2.641,0.377,0.143,3.106,3,3,6,-2
"Pontotoc, Oklahoma",40123,Deaths (per 100k),2.612,0.373,0.143,3.106,3,3,6,-2
"Escambia, Florida",12033,Deaths (per 100k),2.513,0.224,0.089286,3.941,3,3,6,5
"Ector, Texas",48135,Deaths (per 100k),2.406,0.258,0.107,3.338,3,3,6,3
"Aiken, South Carolina",45003,Deaths (per 100k),2.341,0.251,0.107,3.802,3,3,6,2
"Douglas, Washington",53017,Deaths (per 100k),2.303,0.329,0.143,3.106,3,3,6,-2
"Pittsburg, Oklahoma",40121,Deaths (per 100k),2.291,0.327,0.143,3.106,3,3,6,-2
"Stevens, Washington",53065,Deaths (per 100k),2.187,0.312,0.143,3.106,3,3,6,-2
"Monroe, Wisconsin",55081,Deaths (per 100k),2.162,0.309,0.143,3.106,3,3,6,-2
"Vernon, Louisiana",22115,Deaths (per 100k),2.108,0.301,0.143,3.106,3,3,6,-2
"Hunt, Texas",48231,Deaths (per 100k),2.029,0.290,0.143,3.106,3,3,6,-2
"Halifax, North Carolina",37083,Deaths (per 100k),2.000,0.286,0.143,3.106,3,3,6,-2
"Washington, Maryland",24043,Deaths (per 100k),1.986,0.189,0.095238,2.758,2,4,6,2
"Cherokee, Texas",48073,Deaths (per 100k),1.899,0.271,0.143,3.106,3,3,6,-2
"Carter, Tennessee",47019,Deaths (per 100k),1.773,0.253,0.143,3.106,3,3,6,-2
"Pike, Kentucky",21195,Deaths (per 100k),1.728,0.247,0.143,3.106,3,3,6,-2
"Barry, Michigan",26015,Deaths (per 100k),1.625,0.232,0.143,3.106,3,3,6,-2
"Chatham, North Carolina",37037,Deaths (per 100k),1.343,0.192,0.143,2.409,2,4,6,-1
"Fairfield, Ohio",39045,Deaths (per 100k),1.269,0.181,0.143,2.758,2,4,6,-1
"Victoria, Texas",48469,Deaths (per 100k),1.086,0.155,0.143,2.409,2,4,6,-1
"Pottawattamie, Iowa",19155,Deaths (per 100k),1.073,0.153,0.143,2.409,2,4,6,-1
"Androscoggin, Maine",23001,Deaths (per 100k),0.924,0.132,0.143,2.409,2,4,6,-1
"Norfolk, Virginia",51710,Deaths (per 100k),0.824,0.118,0.143,2.409,2,4,6,-1
"St. John the Baptist, Louisiana",22095,Deaths (per 100k),123.725,5.002,0.040431,14.669,5,0,5,1
"Bergen, New Jersey",34003,Deaths (per 100k),82.278,4.689,0.056994,9.199,4,1,5,0
"St. James, Louisiana",22093,Deaths (per 100k),71.104,3.386,0.047619,11.988,4,1,5,0
"Decatur, Indiana",18031,Deaths (per 100k),67.774,3.765,0.055556,8.660,4,1,5,-1
"Union, New Jersey",34039,Deaths (per 100k),66.865,4.134,0.061828,7.914,4,1,5,-1
"Jefferson, Louisiana",22051,Deaths (per 100k),65.203,3.600,0.055218,9.958,4,1,5,0
"Iberville, Louisiana",22047,Deaths (per 100k),64.594,3.955,0.061224,9.045,4,1,5,0
"Wayne, Michigan",26163,Deaths (per 100k),63.967,3.414,0.053364,9.874,4,1,5,0
"Orange, New York",36071,Deaths (per 100k),54.814,2.932,0.053487,10.977,4,1,5,0
"Morris, New Jersey",34027,Deaths (per 100k),52.252,2.992,0.057254,9.279,4,1,5,0
"Somerset, New Jersey",34035,Deaths (per 100k),48.034,2.953,0.061483,7.375,4,1,5,-1
"Sumter, Georgia",13261,Deaths (per 100k),47.419,2.419,0.051020,11.295,4,1,5,-1
"Fairfield, Connecticut",9001,Deaths (per 100k),47.385,3.211,0.067753,7.577,4,1,5,-1
"Suffolk, New York",36103,Deaths (per 100k),46.932,2.274,0.048444,12.705,4,1,5,0
"Hampden, Massachusetts",25013,Deaths (per 100k),45.243,2.726,0.060257,7.047,4,1,5,-1
"Macomb, Michigan",26099,Deaths (per 100k),44.738,2.861,0.063939,8.327,4,1,5,-1
"Sussex, New Jersey",34037,Deaths (per 100k),44.132,2.847,0.064516,7.198,4,1,5,-1
"Middlesex, New Jersey",34023,Deaths (per 100k),39.876,2.355,0.059053,8.624,4,1,5,0
"Oakland, Michigan",26125,Deaths (per 100k),37.453,1.613,0.043069,13.084,4,1,5,0
"Monmouth, New Jersey",34025,Deaths (per 100k),36.523,2.447,0.067004,7.358,4,1,5,-1
"Ocean, New Jersey",34029,Deaths (per 100k),35.739,1.882,0.052666,9.977,4,1,5,0
"Wilkin, Minnesota",27167,Deaths (per 100k),32.222,2.302,0.071429,7.966,4,1,5,-1
"Lee, South Carolina",45061,Deaths (per 100k),29.712,1.698,0.057143,8.660,4,1,5,2
"Caddo, Louisiana",22017,Deaths (per 100k),29.142,1.725,0.059184,8.564,4,1,5,-1
"Genesee, Michigan",26049,Deaths (per 100k),28.338,1.760,0.062112,8.479,4,1,5,-1
"St. Tammany, Louisiana",22103,Deaths (per 100k),27.264,1.920,0.070423,7.471,4,1,5,-1
"Lafourche, Louisiana",22057,Deaths (per 100k),25.611,1.317,0.051429,8.351,4,1,5,1
"St. Landry, Louisiana",22097,Deaths (per 100k),24.353,1.566,0.064286,8.351,4,1,5,-1
"Hillsdale, Michigan",26059,Deaths (per 100k),24.120,1.566,0.064935,8.105,4,1,5,1
"Ascension, Louisiana",22005,Deaths (per 100k),23.696,1.128,0.047619,12.820,4,1,5,0
"Washington, Iowa",19183,Deaths (per 100k),22.763,1.301,0.057143,10.047,4,1,5,2
"Union, Louisiana",22111,Deaths (per 100k),22.616,1.292,0.057143,9.353,4,1,5,2
"St. Martin, Louisiana",22099,Deaths (per 100k),22.459,1.337,0.059524,8.937,4,1,5,0
"Wyandotte, Kansas",20209,Deaths (per 100k),22.366,1.295,0.057915,9.677,4,1,5,-1
"Monroe, Pennsylvania",42089,Deaths (per 100k),22.317,1.007,0.045113,10.856,4,1,5,1
"Tuscola, Michigan",26157,Deaths (per 100k),21.055,1.367,0.064935,8.382,4,1,5,-1
"Johnson, Indiana",18081,Deaths (per 100k),20.232,1.084,0.053571,9.873,4,1,5,-1
"Coconino, Arizona",4005,Deaths (per 100k),20.212,1.394,0.068966,7.718,4,1,5,0
"Marion, Indiana",18097,Deaths (per 100k),19.905,1.066,0.053571,10.027,4,1,5,0
"Lackawanna, Pennsylvania",42069,Deaths (per 100k),19.554,1.022,0.052265,8.151,4,1,5,1
"Lauderdale, Mississippi",28075,Deaths (per 100k),18.887,1.156,0.061224,8.660,4,1,5,-1
"Pearl River, Mississippi",28109,Deaths (per 100k),18.007,1.029,0.057143,9.527,4,1,5,0
"Lincoln, Mississippi",28085,Deaths (per 100k),17.568,1.255,0.071429,7.504,4,1,5,-1
"Cook, Illinois",17031,Deaths (per 100k),17.028,1.123,0.065972,7.481,4,1,5,-1
"Berks, Pennsylvania",42011,Deaths (per 100k),15.433,0.712,0.046154,6.281,3,2,5,0
"Bristol, Massachusetts",25005,Deaths (per 100k),15.392,0.910,0.059113,6.945,3,2,5,-1
"Erie, New York",36029,Deaths (per 100k),14.695,0.964,0.065608,6.646,3,2,5,0
"Monroe, Mississippi",28095,Deaths (per 100k),14.184,0.810,0.057143,5.885,3,2,5,0
"Worcester, Massachusetts",25027,Deaths (per 100k),13.725,0.877,0.063910,6.048,3,2,5,0
"Bucks, Pennsylvania",42017,Deaths (per 100k),13.370,0.978,0.073129,5.578,3,2,5,0
"Oglethorpe, Georgia",13221,Deaths (per 100k),13.107,0.936,0.071429,5.191,3,2,5,5
"Clarke, Mississippi",28023,Deaths (per 100k),12.869,0.919,0.071429,5.191,3,2,5,5
"Columbiana, Ohio",39029,Deaths (per 100k),12.760,0.982,0.076923,5.984,3,2,5,1
"Fountain, Indiana",18045,Deaths (per 100k),12.235,0.874,0.071429,6.579,3,2,5,0
"Linn, Iowa",19113,Deaths (per 100k),11.027,0.945,0.085714,6.163,3,2,5,0
"Simpson, Kentucky",21213,Deaths (per 100k),10.769,0.769,0.071429,6.579,3,2,5,0
"Sussex, Delaware",10005,Deaths (per 100k),10.673,0.915,0.085714,5.283,3,2,5,-2
"Brantley, Georgia",13025,Deaths (per 100k),10.466,0.748,0.071429,5.191,3,2,5,5
"Charles, Maryland",24017,Deaths (per 100k),10.413,0.963,0.092437,5.128,3,2,5,0
"Concordia, Louisiana",22029,Deaths (per 100k),10.385,0.742,0.071429,6.579,3,2,5,0
"Wayne, Ohio",39169,Deaths (per 100k),10.371,0.864,0.083333,5.488,3,2,5,-3
"Isabella, Michigan",26073,Deaths (per 100k),10.018,0.818,0.081633,5.364,3,2,5,0
"Dutchess, New York",36027,Deaths (per 100k),9.517,0.728,0.076531,5.376,3,2,5,1
"Greene, Indiana",18055,Deaths (per 100k),9.398,0.895,0.095238,4.149,3,2,5,-2
"Muscatine, Iowa",19139,Deaths (per 100k),9.376,0.670,0.071429,4.149,3,2,5,1
"Henderson, North Carolina",37089,Deaths (per 100k),9.368,0.730,0.077922,5.769,3,2,5,0
"Calcasieu, Louisiana",22019,Deaths (per 100k),9.340,0.702,0.075188,6.787,3,2,5,0
"Montgomery, Maryland",24031,Deaths (per 100k),9.137,0.680,0.074405,5.233,3,2,5,1
"Lubbock, Texas",48303,Deaths (per 100k),9.016,0.690,0.076531,6.903,3,2,5,0
"Schenectady, New York",36093,Deaths (per 100k),9.015,0.644,0.071429,5.687,3,2,5,3
"Marquette, Michigan",26103,Deaths (per 100k),8.996,0.857,0.095238,5.538,3,2,5,0
"Daviess, Indiana",18027,Deaths (per 100k),8.995,0.428,0.047619,5.191,3,2,5,5
"Jefferson, Arkansas",5069,Deaths (per 100k),8.979,0.855,0.095238,5.885,3,2,5,-2
