location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Susquehanna, Pennsylvania",Deaths (per 100k),4.96,0.71,0.14,2.76,3,4,7,-1
"Tift, Georgia",Deaths (per 100k),4.92,0.70,0.14,2.41,3,4,7,1
"Owen, Indiana",Deaths (per 100k),4.81,0.69,0.14,2.41,3,4,7,-1
"Columbia, Pennsylvania",Deaths (per 100k),4.62,0.66,0.14,2.87,3,4,7,0
"Boulder, Colorado",Deaths (per 100k),4.29,0.39,0.09,2.87,3,4,7,1
"St. Mary, Louisiana",Deaths (per 100k),4.05,0.58,0.14,2.41,3,4,7,-1
"Bedford, Tennessee",Deaths (per 100k),4.02,0.29,0.07,2.41,3,4,7,-1
"Brown, Minnesota",Deaths (per 100k),4.00,0.57,0.14,2.41,3,4,7,-1
"Sandusky, Ohio",Deaths (per 100k),3.42,0.49,0.14,2.76,3,4,7,-1
"Clare, Michigan",Deaths (per 100k),3.23,0.46,0.14,2.41,3,4,7,-1
"Geauga, Ohio",Deaths (per 100k),3.20,0.31,0.10,2.76,3,4,7,-1
"Warrick, Indiana",Deaths (per 100k),3.17,0.45,0.14,2.41,3,4,7,-1
"Greene, Indiana",Deaths (per 100k),3.13,0.45,0.14,2.41,3,4,7,-1
"Wood, Ohio",Deaths (per 100k),3.06,0.44,0.14,2.41,3,4,7,-1
"Effingham, Illinois",Deaths (per 100k),2.94,0.42,0.14,2.41,3,4,7,-1
"Livingston, Louisiana",Deaths (per 100k),2.84,0.20,0.07,2.76,3,4,7,7
"Harris, Georgia",Deaths (per 100k),2.84,0.41,0.14,2.41,3,4,7,-1
"Sagadahoc, Maine",Deaths (per 100k),2.79,0.40,0.14,2.41,3,4,7,-1
"Chippewa, Michigan",Deaths (per 100k),2.68,0.38,0.14,2.41,3,4,7,-1
"St. Louis, Minnesota",Deaths (per 100k),2.51,0.36,0.14,2.27,3,4,7,-1
"Niagara, New York",Deaths (per 100k),2.39,0.34,0.14,2.83,3,4,7,0
"Kenosha, Wisconsin",Deaths (per 100k),2.36,0.25,0.11,2.18,3,4,7,3
"Tazewell, Illinois",Deaths (per 100k),2.28,0.33,0.14,2.64,3,4,7,1
"Rock Island, Illinois",Deaths (per 100k),2.11,0.30,0.14,2.41,3,4,7,-1
"Laurens, Georgia",Deaths (per 100k),2.10,0.30,0.14,2.41,3,4,7,-1
"Muscogee, Georgia",Deaths (per 100k),2.04,0.29,0.14,2.93,3,4,7,-1
"Grant, Wisconsin",Deaths (per 100k),1.94,0.28,0.14,2.41,3,4,7,-1
"Edgecombe, North Carolina",Deaths (per 100k),1.94,0.28,0.14,2.41,3,4,7,-1
"Martin, Florida",Deaths (per 100k),1.86,0.27,0.14,2.41,3,4,7,-1
"Westmoreland, Pennsylvania",Deaths (per 100k),1.72,0.25,0.14,2.29,3,4,7,-1
"Garfield, Oklahoma",Deaths (per 100k),1.64,0.23,0.14,2.41,3,4,7,-1
"Schuylkill, Pennsylvania",Deaths (per 100k),1.41,0.20,0.14,2.41,3,4,7,-1
"Hancock, Ohio",Deaths (per 100k),1.32,0.19,0.14,1.71,2,5,7,0
"Yuba, California",Deaths (per 100k),1.27,0.18,0.14,1.71,2,5,7,0
"Bulloch, Georgia",Deaths (per 100k),1.26,0.18,0.14,1.71,2,5,7,0
"Porter, Indiana",Deaths (per 100k),1.17,0.17,0.14,1.36,2,5,7,0
"Brevard, Florida",Deaths (per 100k),1.00,0.14,0.14,1.71,2,5,7,2
"Wright, Minnesota",Deaths (per 100k),0.72,0.10,0.14,1.71,2,5,7,0
"Washington, Maryland",Deaths (per 100k),0.66,0.09,0.14,1.71,2,5,7,0
"Dorchester, South Carolina",Deaths (per 100k),0.61,0.09,0.14,1.71,2,5,7,0
"Harford, Maryland",Deaths (per 100k),0.39,0.06,0.14,1.71,2,5,7,0
"Stanislaus, California",Deaths (per 100k),0.36,0.05,0.14,1.36,2,5,7,0
"St. John the Baptist, Louisiana",Deaths (per 100k),112.05,5.34,0.05,10.78,5,1,6,1
"Rockland, New York",Deaths (per 100k),80.73,5.35,0.07,7.05,5,1,6,-1
"Essex, New Jersey",Deaths (per 100k),66.96,4.42,0.07,6.53,4,2,6,0
"Bergen, New Jersey",Deaths (per 100k),59.00,4.32,0.07,6.24,4,2,6,0
"Iberville, Louisiana",Deaths (per 100k),52.29,4.39,0.08,5.05,4,2,6,0
"Wayne, Michigan",Deaths (per 100k),46.87,3.38,0.07,6.47,4,2,6,0
"Orange, New York",Deaths (per 100k),46.24,3.53,0.08,6.05,4,2,6,0
"Bienville, Louisiana",Deaths (per 100k),45.31,1.08,0.02,5.19,4,2,6,6
"Union, New Jersey",Deaths (per 100k),42.78,3.57,0.08,5.37,4,2,6,0
"Hudson, New Jersey",Deaths (per 100k),41.20,3.06,0.07,5.25,4,2,6,0
"Suffolk, New York",Deaths (per 100k),41.18,3.57,0.09,5.10,4,2,6,0
"Morris, New Jersey",Deaths (per 100k),39.04,2.96,0.08,5.88,4,2,6,0
"Decatur, Indiana",Deaths (per 100k),37.65,3.23,0.09,6.12,4,2,6,0
"Macomb, Michigan",Deaths (per 100k),33.53,2.29,0.07,6.03,4,2,6,0
"Passaic, New Jersey",Deaths (per 100k),31.09,2.36,0.08,5.51,4,2,6,0
"Fairfield, Connecticut",Deaths (per 100k),30.42,2.44,0.08,5.57,4,2,6,0
"Sussex, New Jersey",Deaths (per 100k),27.76,2.75,0.10,4.34,4,2,6,-1
"Somerset, New Jersey",Deaths (per 100k),27.67,2.35,0.08,5.50,4,2,6,0
"Middlesex, New Jersey",Deaths (per 100k),26.18,2.03,0.08,6.36,4,2,6,0
"Hampden, Massachusetts",Deaths (per 100k),21.87,1.96,0.09,5.46,4,2,6,0
"Blaine, Idaho",Deaths (per 100k),21.72,1.86,0.09,6.81,4,2,6,0
"Ascension, Louisiana",Deaths (per 100k),21.33,1.47,0.07,6.53,4,2,6,0
"Genesee, Michigan",Deaths (per 100k),21.19,1.80,0.08,4.86,4,2,6,-1
"St. Tammany, Louisiana",Deaths (per 100k),21.12,1.70,0.08,4.12,4,2,6,1
"Hillsdale, Michigan",Deaths (per 100k),19.73,1.25,0.06,6.41,4,2,6,2
"Washington, Louisiana",Deaths (per 100k),19.48,1.86,0.10,5.08,4,2,6,-1
"Mercer, New Jersey",Deaths (per 100k),19.32,1.32,0.07,5.33,4,2,6,-1
"New Haven, Connecticut",Deaths (per 100k),17.67,1.57,0.09,4.49,4,2,6,-1
"Randolph, Alabama",Deaths (per 100k),17.60,1.89,0.11,4.50,4,2,6,-1
"Tuscola, Michigan",Deaths (per 100k),17.23,1.37,0.08,4.08,4,2,6,-1
"Carroll, Maryland",Deaths (per 100k),17.22,1.53,0.09,5.38,4,2,6,-1
"Weld, Colorado",Deaths (per 100k),16.95,1.19,0.07,6.24,4,2,6,0
"Steuben, New York",Deaths (per 100k),16.78,1.05,0.06,4.60,4,2,6,-2
"Litchfield, Connecticut",Deaths (per 100k),16.08,1.27,0.08,4.63,4,2,6,-1
"Monroe, Pennsylvania",Deaths (per 100k),15.86,1.09,0.07,6.90,4,2,6,1
"Coconino, Arizona",Deaths (per 100k),15.33,1.10,0.07,6.26,4,2,6,2
"Columbia, New York",Deaths (per 100k),15.14,1.44,0.10,4.38,4,2,6,1
"Dooly, Georgia",Deaths (per 100k),14.94,1.07,0.07,5.19,4,2,6,6
"Nez Perce, Idaho",Deaths (per 100k),14.85,1.06,0.07,5.65,4,2,6,0
"Lauderdale, Mississippi",Deaths (per 100k),14.84,1.16,0.08,4.61,4,2,6,-2
"Marion, Indiana",Deaths (per 100k),14.62,1.27,0.09,4.95,4,2,6,-1
"Johnson, Indiana",Deaths (per 100k),13.28,1.26,0.10,4.65,4,2,6,-1
"Middlesex, Connecticut",Deaths (per 100k),12.93,1.06,0.08,5.42,4,2,6,-1
"Norfolk, Massachusetts",Deaths (per 100k),12.88,1.25,0.10,4.33,4,2,6,-1
"Essex, Massachusetts",Deaths (per 100k),12.80,1.30,0.10,4.25,4,2,6,-1
"Portage, Ohio",Deaths (per 100k),12.31,1.06,0.09,4.79,4,2,6,1
"Winona, Minnesota",Deaths (per 100k),11.88,1.13,0.10,5.54,4,2,6,0
"Chittenden, Vermont",Deaths (per 100k),11.60,1.22,0.11,4.05,4,2,6,-1
"Thomas, Georgia",Deaths (per 100k),11.25,0.96,0.09,3.34,3,3,6,-2
"Cape May, New Jersey",Deaths (per 100k),10.86,0.93,0.09,3.92,3,3,6,-2
"Plymouth, Massachusetts",Deaths (per 100k),10.55,1.10,0.10,4.60,4,2,6,-2
"Hancock, Mississippi",Deaths (per 100k),10.50,1.20,0.11,4.32,4,2,6,-2
"Lapeer, Michigan",Deaths (per 100k),10.27,0.98,0.10,3.92,3,3,6,-1
"Saginaw, Michigan",Deaths (per 100k),8.92,0.82,0.09,3.17,3,3,6,-1
"Tangipahoa, Louisiana",Deaths (per 100k),8.16,0.95,0.12,3.03,3,3,6,0
"Bristol, Massachusetts",Deaths (per 100k),7.61,0.88,0.12,3.80,3,3,6,-1
"Coffee, Georgia",Deaths (per 100k),6.93,0.99,0.14,3.11,3,3,6,0
"Calcasieu, Louisiana",Deaths (per 100k),6.88,0.70,0.10,3.04,3,3,6,-1
"Baker, Florida",Deaths (per 100k),6.85,0.98,0.14,3.45,3,3,6,-1
"Berks, Pennsylvania",Deaths (per 100k),6.41,0.61,0.10,3.49,3,3,6,-1
"Floyd, Indiana",Deaths (per 100k),6.37,0.73,0.11,3.45,3,3,6,-1
"Lawrence, Arkansas",Deaths (per 100k),6.10,0.87,0.14,3.11,3,3,6,-2
"Franklin, Vermont",Deaths (per 100k),6.07,0.87,0.14,3.11,3,3,6,-2
"Haywood, Tennessee",Deaths (per 100k),5.78,0.83,0.14,3.11,3,3,6,-2
"Anne Arundel, Maryland",Deaths (per 100k),5.52,0.52,0.09,3.70,3,3,6,0
"Waldo, Maine",Deaths (per 100k),5.04,0.72,0.14,3.45,3,3,6,-1
"Clinton, Michigan",Deaths (per 100k),5.03,0.54,0.11,3.34,3,3,6,1
"Hempstead, Arkansas",Deaths (per 100k),4.64,0.66,0.14,3.11,3,3,6,-2
"Christian, Kentucky",Deaths (per 100k),4.26,0.61,0.14,3.11,3,3,6,-2
"Atlantic, New Jersey",Deaths (per 100k),4.17,0.38,0.09,3.70,3,3,6,-1
"Crittenden, Arkansas",Deaths (per 100k),4.17,0.60,0.14,3.11,3,3,6,-2
"Union, Georgia",Deaths (per 100k),4.08,0.58,0.14,3.11,3,3,6,-2
"Manatee, Florida",Deaths (per 100k),3.97,0.43,0.11,3.92,3,3,6,0
"Chester, Pennsylvania",Deaths (per 100k),3.81,0.38,0.10,3.45,3,3,6,-1
"Adams, Mississippi",Deaths (per 100k),3.26,0.47,0.14,3.11,3,3,6,-2
"Stanly, North Carolina",Deaths (per 100k),3.18,0.23,0.07,3.11,3,3,6,-2
"Ionia, Michigan",Deaths (per 100k),3.09,0.44,0.14,3.45,3,3,6,-1
"Clinton, Indiana",Deaths (per 100k),3.09,0.44,0.14,3.11,3,3,6,-2
"St. Clair, Illinois",Deaths (per 100k),3.08,0.33,0.11,3.80,3,3,6,-1
"Rutherford, North Carolina",Deaths (per 100k),2.98,0.21,0.07,3.11,3,3,6,-2
"Marshall, Tennessee",Deaths (per 100k),2.91,0.42,0.14,3.11,3,3,6,-2
"Bennington, Vermont",Deaths (per 100k),2.82,0.40,0.14,3.11,3,3,6,-2
"Delta, Michigan",Deaths (per 100k),2.79,0.40,0.14,3.11,3,3,6,-2
"Williams, Ohio",Deaths (per 100k),2.73,0.39,0.14,3.11,3,3,6,-2
"Dare, North Carolina",Deaths (per 100k),2.70,0.39,0.14,3.11,3,3,6,-2
"Cass, Indiana",Deaths (per 100k),2.65,0.38,0.14,3.11,3,3,6,-2
"Charlotte, Florida",Deaths (per 100k),2.65,0.30,0.11,3.45,3,3,6,-1
"Galveston, Texas",Deaths (per 100k),2.63,0.29,0.11,3.80,3,3,6,-1
"Newberry, South Carolina",Deaths (per 100k),2.60,0.37,0.14,3.11,3,3,6,-2
"Calloway, Kentucky",Deaths (per 100k),2.56,0.37,0.14,3.11,3,3,6,-2
"Pulaski, Arkansas",Deaths (per 100k),2.55,0.29,0.11,3.80,3,3,6,-1
"Lewis, Washington",Deaths (per 100k),2.48,0.35,0.14,3.80,3,3,6,-1
"Preble, Ohio",Deaths (per 100k),2.45,0.35,0.14,3.11,3,3,6,-2
"Windham, Vermont",Deaths (per 100k),2.37,0.34,0.14,3.11,3,3,6,-2
"Montgomery, Alabama",Deaths (per 100k),2.21,0.25,0.11,3.45,3,3,6,1
"Kittitas, Washington",Deaths (per 100k),2.09,0.30,0.14,3.11,3,3,6,-2
"Forsyth, Georgia",Deaths (per 100k),2.05,0.23,0.11,3.11,3,3,6,1
"Canadian, Oklahoma",Deaths (per 100k),2.02,0.19,0.10,2.76,2,4,6,6
"Medina, Texas",Deaths (per 100k),1.94,0.28,0.14,3.11,3,3,6,-2
"Fairfax, Virginia",Deaths (per 100k),1.74,0.22,0.13,3.72,3,3,6,-1
"Wayne, North Carolina",Deaths (per 100k),1.62,0.12,0.07,2.41,2,4,6,-1
"Hamblen, Tennessee",Deaths (per 100k),1.54,0.22,0.14,3.11,3,3,6,-2
"Laurens, South Carolina",Deaths (per 100k),1.48,0.21,0.14,3.11,3,3,6,-2
"Orange, North Carolina",Deaths (per 100k),1.35,0.19,0.14,2.06,2,4,6,-1
"Berkeley, South Carolina",Deaths (per 100k),1.32,0.06,0.05,2.41,2,4,6,-1
"Ector, Texas",Deaths (per 100k),1.20,0.17,0.14,2.76,2,4,6,1
"Buchanan, Missouri",Deaths (per 100k),1.14,0.16,0.14,2.41,2,4,6,-1
"Clay, Missouri",Deaths (per 100k),0.80,0.11,0.14,2.76,2,4,6,1
"Ottawa, Michigan",Deaths (per 100k),0.69,0.10,0.14,2.41,2,4,6,-1
"Indian River, Florida",Deaths (per 100k),0.63,0.09,0.14,2.41,2,4,6,-1
"Brown, Wisconsin",Deaths (per 100k),0.38,0.05,0.14,2.41,2,4,6,-1
"St. James, Louisiana",Deaths (per 100k),61.62,3.39,0.05,7.83,4,1,5,0
"Jefferson, Louisiana",Deaths (per 100k),48.56,2.15,0.04,11.74,4,1,5,0
"Plaquemines, Louisiana",Deaths (per 100k),47.42,3.08,0.06,8.38,4,1,5,-1
"St. Charles, Louisiana",Deaths (per 100k),47.08,2.69,0.06,10.53,4,1,5,0
"Sumter, Georgia",Deaths (per 100k),40.64,2.42,0.06,7.13,4,1,5,-1
"Franklin, Massachusetts",Deaths (per 100k),35.62,2.44,0.07,8.49,4,1,5,0
"Calhoun, Georgia",Deaths (per 100k),32.32,2.31,0.07,7.97,4,1,5,-1
"Allen, Louisiana",Deaths (per 100k),31.22,1.11,0.04,13.86,4,1,5,-1
"Oakland, Michigan",Deaths (per 100k),28.94,1.84,0.06,8.03,4,1,5,-1
"Tippah, Mississippi",Deaths (per 100k),27.25,1.95,0.07,8.20,4,1,5,-1
"Ocean, New Jersey",Deaths (per 100k),24.54,1.65,0.07,7.94,4,1,5,-1
"Monmouth, New Jersey",Deaths (per 100k),23.43,1.50,0.06,7.40,4,1,5,-1
"Caddo, Louisiana",Deaths (per 100k),23.31,1.07,0.05,8.66,4,1,5,-1
"Worth, Georgia",Deaths (per 100k),19.76,1.41,0.07,8.31,4,1,5,-1
"Osage, Oklahoma",Deaths (per 100k),17.03,1.22,0.07,7.10,4,1,5,-1
"Cleburne, Arkansas",Deaths (per 100k),16.05,1.15,0.07,7.97,4,1,5,-1
"Berkshire, Massachusetts",Deaths (per 100k),16.01,1.03,0.06,9.66,4,1,5,-1
"Bartow, Georgia",Deaths (per 100k),15.78,1.19,0.08,7.04,4,1,5,-1
"East Baton Rouge, Louisiana",Deaths (per 100k),13.18,0.88,0.07,6.96,3,2,5,-1
"Lackawanna, Pennsylvania",Deaths (per 100k),11.45,0.95,0.08,5.34,3,2,5,-1
"Cook, Illinois",Deaths (per 100k),11.20,0.93,0.08,5.27,3,2,5,0
"Will, Illinois",Deaths (per 100k),11.15,0.91,0.08,4.76,3,2,5,-1
"Suffolk, Massachusetts",Deaths (per 100k),10.70,0.98,0.09,5.13,3,2,5,-1
"Milwaukee, Wisconsin",Deaths (per 100k),10.68,0.82,0.08,6.24,3,2,5,0
"Lancaster, Pennsylvania",Deaths (per 100k),10.26,0.34,0.03,6.95,3,2,5,-1
"District of Columbia, District of Columbia",Deaths (per 100k),9.49,0.57,0.06,6.33,3,2,5,0
"Middlesex, Massachusetts",Deaths (per 100k),9.24,0.90,0.10,4.69,3,2,5,-1
"Kay, Oklahoma",Deaths (per 100k),9.19,0.98,0.11,4.50,3,2,5,0
"Montgomery, Pennsylvania",Deaths (per 100k),9.15,0.81,0.09,4.69,3,2,5,-1
"Kankakee, Illinois",Deaths (per 100k),9.10,0.65,0.07,6.30,3,2,5,0
"Linn, Iowa",Deaths (per 100k),8.38,0.57,0.07,5.42,3,2,5,-1
"Lake, Illinois",Deaths (per 100k),8.33,0.62,0.07,4.68,3,2,5,-1
"Luzerne, Pennsylvania",Deaths (per 100k),8.19,0.72,0.09,4.02,3,2,5,-1
"Delaware, Pennsylvania",Deaths (per 100k),8.12,0.66,0.08,5.46,3,2,5,0
"Camden, New Jersey",Deaths (per 100k),8.10,0.76,0.09,4.32,3,2,5,-1
"Dearborn, Indiana",Deaths (per 100k),8.09,0.58,0.07,5.54,3,2,5,0
"Acadia, Louisiana",Deaths (per 100k),8.06,0.69,0.09,5.42,3,2,5,0
"Hamilton, Indiana",Deaths (per 100k),7.99,0.80,0.10,4.35,3,2,5,-1
"St. Louis City, Missouri",Deaths (per 100k),7.98,0.62,0.08,5.46,3,2,5,0
"Putnam, Indiana",Deaths (per 100k),7.98,0.76,0.10,5.19,3,2,5,-1
"Erie, New York",Deaths (per 100k),7.95,0.56,0.07,6.66,3,2,5,1
"Dickinson, Michigan",Deaths (per 100k),7.92,0.57,0.07,6.58,3,2,5,0
"Prince George's, Maryland",Deaths (per 100k),7.92,0.63,0.08,4.88,3,2,5,-1
"Teller, Colorado",Deaths (per 100k),7.88,0.56,0.07,6.58,3,2,5,0
"Bossier, Louisiana",Deaths (per 100k),7.87,0.79,0.10,4.79,3,2,5,-1
"Denver, Colorado",Deaths (per 100k),7.70,0.69,0.09,4.68,3,2,5,0
"Hancock, Indiana",Deaths (per 100k),7.68,0.73,0.10,4.50,3,2,5,-1
"Montezuma, Colorado",Deaths (per 100k),7.64,0.55,0.07,5.88,3,2,5,5
"Barnstable, Massachusetts",Deaths (per 100k),7.51,0.60,0.08,6.58,3,2,5,0
"Marquette, Michigan",Deaths (per 100k),7.50,0.43,0.06,5.88,3,2,5,1
"Ulster, New York",Deaths (per 100k),7.32,0.56,0.08,5.39,3,2,5,1
"Etowah, Alabama",Deaths (per 100k),6.84,0.56,0.08,6.06,3,2,5,0
"Delaware, New York",Deaths (per 100k),6.80,0.65,0.10,4.50,3,2,5,-1
"Sumter, Florida",Deaths (per 100k),6.80,0.65,0.10,5.77,3,2,5,0
"Lubbock, Texas",Deaths (per 100k),6.76,0.46,0.07,4.57,3,2,5,-1
"Lee, Alabama",Deaths (per 100k),6.69,0.43,0.06,5.88,3,2,5,0
"DuPage, Illinois",Deaths (per 100k),6.61,0.53,0.08,5.25,3,2,5,0
"Arapahoe, Colorado",Deaths (per 100k),6.55,0.52,0.08,4.81,3,2,5,-1
"Bucks, Pennsylvania",Deaths (per 100k),6.53,0.48,0.07,6.35,3,2,5,0
"Hall, Nebraska",Deaths (per 100k),6.52,0.70,0.11,4.03,3,2,5,-2
"Hendricks, Indiana",Deaths (per 100k),6.46,0.50,0.08,6.12,3,2,5,0
"Lake, Indiana",Deaths (per 100k),6.39,0.53,0.08,5.08,3,2,5,-1
"Lehigh, Pennsylvania",Deaths (per 100k),6.23,0.43,0.07,6.20,3,2,5,0
"Lafayette, Louisiana",Deaths (per 100k),6.14,0.47,0.08,6.49,3,2,5,0
"Floyd, Georgia",Deaths (per 100k),6.09,0.44,0.07,6.81,3,2,5,1
"Jefferson, Kentucky",Deaths (per 100k),6.00,0.47,0.08,4.91,3,2,5,2
"Worcester, Massachusetts",Deaths (per 100k),5.90,0.53,0.09,5.21,3,2,5,0
"Panola, Mississippi",Deaths (per 100k),5.85,0.42,0.07,6.58,3,2,5,0
"Isabella, Michigan",Deaths (per 100k),5.72,0.41,0.07,5.88,3,2,5,1
"Monroe, Mississippi",Deaths (per 100k),5.67,0.41,0.07,6.58,3,2,5,0
"Marshall, Mississippi",Deaths (per 100k),5.67,0.40,0.07,6.58,3,2,5,0
"Washington, Texas",Deaths (per 100k),5.57,0.40,0.07,5.88,3,2,5,5
"Frederick, Maryland",Deaths (per 100k),5.39,0.44,0.08,4.50,3,2,5,-1
"St. Louis, Missouri",Deaths (per 100k),5.33,0.42,0.08,4.98,3,2,5,-2
"Adams, Colorado",Deaths (per 100k),5.22,0.39,0.07,6.03,3,2,5,0
"Montgomery, Maryland",Deaths (per 100k),5.14,0.39,0.08,5.31,3,2,5,0
"Henderson, North Carolina",Deaths (per 100k),5.11,0.36,0.07,6.12,3,2,5,-1
