location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Saskatchewan, Canada",,Confirmed (per 100k),27.080,0.242,0.008929,75.206,3,0,3,1
Greece,,Confirmed (per 100k),23.035,0.317,0.013744,46.880,3,0,3,1
Hungary,,Confirmed (per 100k),21.718,0.867,0.039902,14.822,3,0,3,0
Albania,,Confirmed (per 100k),21.162,0.665,0.031433,19.587,3,0,3,0
Malaysia,,Confirmed (per 100k),16.938,0.218,0.012899,51.612,3,0,3,0
Bahamas,,Confirmed (per 100k),16.529,0.581,0.035165,16.590,3,0,3,0
Azerbaijan,,Confirmed (per 100k),14.597,0.399,0.027317,23.074,3,0,3,0
Bulgaria,,Confirmed (per 100k),14.032,0.539,0.038388,15.707,3,0,3,0
Kyrgyzstan,,Confirmed (per 100k),9.043,0.350,0.038741,15.342,3,0,3,-1
Guyana,,Confirmed (per 100k),8.391,0.345,0.041126,15.411,3,0,3,-1
Colombia,,Confirmed (per 100k),8.154,0.328,0.040285,14.541,3,0,3,0
Argentina,,Confirmed (per 100k),6.706,0.238,0.035538,17.349,3,0,3,0
Algeria,,Confirmed (per 100k),6.410,0.241,0.037658,16.056,3,0,3,0
Cote d'Ivoire,,Confirmed (per 100k),3.473,0.151,0.043356,13.092,2,1,3,1
El Salvador,,Confirmed (per 100k),3.469,0.167,0.048254,11.817,2,1,3,0
Egypt,,Confirmed (per 100k),3.410,0.159,0.046664,12.431,2,1,3,0
Ghana,,Confirmed (per 100k),3.353,0.187,0.055662,9.685,2,1,3,-2
Afghanistan,,Confirmed (per 100k),2.805,0.139,0.049451,11.710,2,1,3,0
Indonesia,,Confirmed (per 100k),2.609,0.120,0.045971,12.720,2,1,3,0
Liberia,,Confirmed (per 100k),1.997,0.119,0.059406,8.907,2,1,3,0
Guatemala,,Confirmed (per 100k),1.641,0.101,0.061710,8.736,2,1,3,0
India,,Confirmed (per 100k),1.455,0.088954,0.061134,8.688,2,1,3,0
Mali,,Confirmed (per 100k),1.274,0.080420,0.063123,8.368,2,1,3,-1
Nepal,,Confirmed (per 100k),0.148,0.013238,0.089701,4.728,1,2,3,1
"Hubei, China",,Confirmed (per 100k),115.432,0.078666,0.000681,1015.372,2,0,2,0
"Guadeloupe, France",,Confirmed (per 100k),36.989,0.107,0.002896,236.941,2,0,2,0
"New South Wales, Australia",,Confirmed (per 100k),36.043,0.098546,0.002734,252.318,2,0,2,0
Brunei,,Confirmed (per 100k),31.544,0.065309,0.002070,332.017,2,0,2,0
Australia,,Confirmed (per 100k),25.675,0.073950,0.002880,239.167,2,0,2,0
"Western Australia, Australia",,Confirmed (per 100k),20.566,0.076028,0.003697,186.011,2,0,2,0
"Victoria, Australia",,Confirmed (per 100k),19.895,0.060333,0.003033,226.807,2,0,2,0
"Manitoba, Canada",,Confirmed (per 100k),18.512,0.093336,0.005042,135.356,2,0,2,0
Uruguay,,Confirmed (per 100k),15.401,0.169,0.010948,60.396,2,0,2,0
Costa Rica,,Confirmed (per 100k),13.133,0.143,0.010890,61.669,2,0,2,0
Lebanon,,Confirmed (per 100k),9.919,0.075348,0.007597,89.916,2,0,2,0
Tunisia,,Confirmed (per 100k),7.480,0.166,0.022140,29.893,2,0,2,-1
Philippines,,Confirmed (per 100k),6.022,0.179,0.029788,21.008,2,0,2,-1
Honduras,,Confirmed (per 100k),4.988,0.125,0.025159,25.043,2,0,2,0
Cameroon,,Confirmed (per 100k),4.381,0.170,0.038693,15.494,2,0,2,-1
Iraq,,Confirmed (per 100k),3.983,0.071744,0.018013,35.885,2,0,2,0
Georgia,,Confirmed (per 100k),3.843,0.145,0.037815,16.441,2,0,2,-1
Paraguay,,Confirmed (per 100k),2.916,0.098142,0.033654,18.861,2,0,2,-1
Niger,,Confirmed (per 100k),2.714,0.051344,0.018917,34.604,2,0,2,0
Guinea-Bissau,,Confirmed (per 100k),2.541,0.087108,0.034286,18.424,2,0,2,0
Senegal,,Confirmed (per 100k),2.461,0.096410,0.039182,14.967,2,0,2,0
Sri Lanka,,Confirmed (per 100k),1.448,0.051370,0.035484,16.386,2,0,2,1
Venezuela,,Confirmed (per 100k),1.002,0.048229,0.048120,11.412,1,1,2,1
Botswana,,Confirmed (per 100k),0.850,0.042524,0.050000,11.334,1,1,2,0
Haiti,,Confirmed (per 100k),0.500,0.021299,0.042607,13.106,1,1,2,1
Benin,,Confirmed (per 100k),0.445,0.022389,0.050265,9.974,1,1,2,2
Zambia,,Confirmed (per 100k),0.381,0.019427,0.051020,10.768,1,1,2,0
Nigeria,,Confirmed (per 100k),0.323,0.020236,0.062728,8.767,1,1,2,0
Syria,,Confirmed (per 100k),0.240,0.010612,0.044218,13.620,1,1,2,0
Burma,,Confirmed (per 100k),0.222,0.015228,0.068477,7.966,1,1,2,-1
Zimbabwe,,Confirmed (per 100k),0.188,0.010573,0.056122,10.551,1,1,2,1
Mauritius,,Confirmed (per 100k),25.791,0.044932,0.001742,394.921,1,0,1,0
"South Australia, Australia",,Confirmed (per 100k),24.765,0.016266,0.000657,1053.584,1,0,1,0
"Korea, South",,Confirmed (per 100k),20.837,0.033158,0.001591,433.657,1,0,1,0
"Queensland, Australia",,Confirmed (per 100k),19.842,0.047475,0.002393,287.799,1,0,1,-1
"New Brunswick, Canada",,Confirmed (per 100k),15.128,0.036630,0.002421,284.537,1,0,1,-1
"Hong Kong, China",,Confirmed (per 100k),14.028,0.033108,0.002360,291.509,1,0,1,0
Trinidad and Tobago,,Confirmed (per 100k),8.217,0.020416,0.002484,276.566,1,0,1,0
China,,Confirmed (per 100k),5.826,0.010362,0.001779,385.204,1,0,1,1
Jordan,,Confirmed (per 100k),4.195,0.043404,0.010347,64.339,1,0,1,0
Thailand,,Confirmed (per 100k),4.027,0.040524,0.010063,66.573,1,0,1,0
Burkina Faso,,Confirmed (per 100k),2.870,0.049206,0.017143,37.843,1,0,1,-1
"Shanghai, China",,Confirmed (per 100k),2.639,0.011816,0.004478,152.042,1,0,1,0
"Heilongjiang, China",,Confirmed (per 100k),2.410,0.035441,0.014708,45.238,1,0,1,-1
Fiji,,Confirmed (per 100k),2.008,0.031872,0.015873,41.241,1,0,1,0
Taiwan*,,Confirmed (per 100k),1.784,0.019194,0.010756,61.386,1,0,1,0
Hong Kong,,Confirmed (per 100k),1.568,0.029213,0.018634,34.494,1,0,1,0
Rwanda,,Confirmed (per 100k),1.158,0.017647,0.015238,43.191,1,0,1,0
Eritrea,,Confirmed (per 100k),1.100,0.020141,0.018315,35.835,1,0,1,0
Togo,,Confirmed (per 100k),1.039,0.015530,0.014950,44.553,1,0,1,0
Mongolia,,Confirmed (per 100k),1.037,0.017431,0.016807,38.122,1,0,1,-2
Bhutan,,Confirmed (per 100k),0.778,0.018514,0.023810,24.605,1,0,1,1
Libya,,Confirmed (per 100k),0.742,0.033265,0.044818,14.727,1,0,1,-2
Kenya,,Confirmed (per 100k),0.550,0.021254,0.038610,15.368,1,0,1,0
"Chongqing, China",,Confirmed (per 100k),1.883,0.000929,0.000493,1402.237,0,0,0,0
"Anhui, China",,Confirmed (per 100k),1.584,0.000228,0.000144,4803.857,0,0,0,0
"Guangdong, China",,Confirmed (per 100k),1.416,0.002302,0.001625,424.630,0,0,0,0
"Tianjin, China",,Confirmed (per 100k),1.214,0.003670,0.003023,227.699,0,0,0,0
"Fujian, China",,Confirmed (per 100k),0.908,0.000731,0.000805,859.156,0,0,0,0
"Shandong, China",,Confirmed (per 100k),0.787,0.000428,0.000545,1269.037,0,0,0,0
"Inner Mongolia, China",,Confirmed (per 100k),0.767,0.002260,0.002946,233.590,0,0,0,0
"Shaanxi, China",,Confirmed (per 100k),0.722,0.007823,0.010830,59.494,0,0,0,0
"Sichuan, China",,Confirmed (per 100k),0.676,0.000172,0.000255,2718.177,0,0,0,0
Madagascar,,Confirmed (per 100k),0.437,0.006707,0.015348,43.427,0,0,0,0
"Hebei, China",,Confirmed (per 100k),0.436,0.000190,0.000436,1589.733,0,0,0,0
Gambia,,Confirmed (per 100k),0.414,0.005911,0.014286,45.400,0,0,0,0
"Jilin, China",,Confirmed (per 100k),0.390,0.003155,0.008086,83.062,0,0,0,0
"Liaoning, China",,Confirmed (per 100k),0.334,0.000327,0.000978,705.970,0,0,0,0
Central African Republic,,Confirmed (per 100k),0.290,0.008874,0.030612,19.522,0,0,0,-2
Chad,,Confirmed (per 100k),0.201,0.008697,0.043290,14.137,0,0,0,-2
Taiwan,,Confirmed (per 100k),0.189,0.002399,0.012698,53.025,0,0,0,0
Nicaragua,,Confirmed (per 100k),0.151,0.002156,0.014286,45.400,0,0,0,0
Uganda,,Confirmed (per 100k),0.133,0.001874,0.014052,45.285,0,0,0,0
Mozambique,,Confirmed (per 100k),0.125,0.005028,0.040293,15.152,0,0,0,-1
Ethiopia,,Confirmed (per 100k),0.099162,0.003976,0.040100,15.052,0,0,0,-1
Malawi,,Confirmed (per 100k),0.094093,0.001494,0.015873,40.548,0,0,0,0
Angola,,Confirmed (per 100k),0.073023,0.002173,0.029762,20.862,0,0,0,0
