location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
Argentina,,Confirmed (per 100k),7.600,0.242,0.031857,18.918,3,0,3,1
Congo (Kinshasa),,Confirmed (per 100k),6.832,0.233,0.034104,18.220,3,0,3,0
Cote d'Ivoire,,Confirmed (per 100k),3.806,0.171,0.044963,13.511,2,1,3,0
Afghanistan,,Confirmed (per 100k),3.286,0.137,0.041662,13.919,2,1,3,1
Eswatini,,Confirmed (per 100k),2.672,0.185,0.069124,8.521,2,1,3,-1
Guatemala,,Confirmed (per 100k),2.143,0.136,0.063244,8.174,2,1,3,0
Sri Lanka,,Confirmed (per 100k),1.719,0.082726,0.048137,11.763,2,1,3,1
India,,Confirmed (per 100k),1.672,0.090321,0.054012,10.595,2,1,3,0
Mali,,Confirmed (per 100k),1.526,0.097350,0.063800,8.886,2,1,3,0
Venezuela,,Confirmed (per 100k),1.094,0.053755,0.049150,12.030,2,1,3,2
Malawi,,Confirmed (per 100k),0.173,0.011948,0.069264,6.058,1,2,3,2
"Reunion, France",,Confirmed (per 100k),46.017,0.160,0.003467,198.240,2,0,2,-1
"New South Wales, Australia",,Confirmed (per 100k),36.659,0.087988,0.002400,284.287,2,0,2,0
New Zealand,,Confirmed (per 100k),30.193,0.139,0.004611,148.547,2,0,2,0
Australia,,Confirmed (per 100k),26.122,0.077872,0.002981,228.756,2,0,2,1
Mauritius,,Confirmed (per 100k),26.027,0.078631,0.003021,227.204,2,0,2,0
Antigua and Barbuda,,Confirmed (per 100k),24.508,0.146,0.005952,113.329,2,0,2,0
"Victoria, Australia",,Confirmed (per 100k),20.166,0.075416,0.003740,182.862,2,0,2,1
"Queensland, Australia",,Confirmed (per 100k),20.057,0.053060,0.002646,259.255,2,0,2,1
"Manitoba, Canada",,Confirmed (per 100k),19.020,0.124,0.006543,103.163,2,0,2,0
Malaysia,,Confirmed (per 100k),17.311,0.155,0.008975,75.009,2,0,2,-1
Costa Rica,,Confirmed (per 100k),13.467,0.104,0.007705,87.589,2,0,2,0
Grenada,,Confirmed (per 100k),13.331,0.127,0.009524,69.661,2,0,2,0
Saint Vincent and the Grenadines,,Confirmed (per 100k),11.718,0.129,0.010989,59.957,2,0,2,0
Guyana,,Confirmed (per 100k),8.900,0.127,0.014286,45.499,2,0,2,-1
Tunisia,,Confirmed (per 100k),7.767,0.065272,0.008403,79.840,2,0,2,0
Algeria,,Confirmed (per 100k),6.857,0.192,0.027982,22.622,2,0,2,-1
Philippines,,Confirmed (per 100k),6.371,0.144,0.022571,28.437,2,0,2,0
Equatorial Guinea,,Confirmed (per 100k),5.987,0.050912,0.008503,78.949,2,0,2,-2
Uzbekistan,,Confirmed (per 100k),5.253,0.151,0.028685,22.331,2,0,2,0
Honduras,,Confirmed (per 100k),5.240,0.111,0.021195,30.610,2,0,2,0
Cameroon,,Confirmed (per 100k),5.025,0.182,0.036196,16.098,2,0,2,0
Iraq,,Confirmed (per 100k),4.169,0.069258,0.016611,39.347,2,0,2,0
Georgia,,Confirmed (per 100k),4.003,0.074002,0.018487,35.557,2,0,2,0
El Salvador,,Confirmed (per 100k),3.854,0.161,0.041714,14.444,2,0,2,-1
Egypt,,Confirmed (per 100k),3.802,0.146,0.038440,15.677,2,0,2,-1
Senegal,,Confirmed (per 100k),2.861,0.117,0.040859,14.166,2,0,2,-1
Indonesia,,Confirmed (per 100k),2.843,0.096727,0.034028,18.114,2,0,2,-1
Liberia,,Confirmed (per 100k),1.997,0.070614,0.035361,18.228,2,0,2,-1
Timor-Leste,,Confirmed (per 100k),1.744,0.054176,0.031056,20.585,2,0,2,-2
Botswana,,Confirmed (per 100k),0.936,0.042524,0.045455,13.612,1,1,2,-1
Bhutan,,Confirmed (per 100k),0.907,0.037028,0.040816,13.513,1,1,2,1
Haiti,,Confirmed (per 100k),0.631,0.036333,0.057540,9.234,1,1,2,0
Nigeria,,Confirmed (per 100k),0.476,0.033819,0.071065,7.071,1,1,2,-1
Tanzania,,Confirmed (per 100k),0.475,0.032764,0.068913,8.133,1,1,2,-1
Benin,,Confirmed (per 100k),0.445,0.022389,0.050265,12.054,1,1,2,0
Zambia,,Confirmed (per 100k),0.413,0.018650,0.045113,13.427,1,1,2,0
Burma,,Confirmed (per 100k),0.255,0.013390,0.052415,10.985,1,1,2,1
Burundi,,Confirmed (per 100k),0.092509,0.007208,0.077922,5.769,0,2,2,0
Barbados,,Confirmed (per 100k),26.446,0.049711,0.001880,364.249,1,0,1,1
"South Australia, Australia",,Confirmed (per 100k),24.936,0.024399,0.000978,703.891,1,0,1,0
"Australian Capital Territory, Australia",,Confirmed (per 100k),24.293,0.033370,0.001374,500.106,1,0,1,1
"Korea, South",,Confirmed (per 100k),20.886,0.020341,0.000974,709.579,1,0,1,0
"Western Australia, Australia",,Confirmed (per 100k),20.756,0.027153,0.001308,525.336,1,0,1,-1
"Hong Kong, China",,Confirmed (per 100k),14.110,0.035055,0.002484,276.604,1,0,1,0
Lebanon,,Confirmed (per 100k),10.080,0.041860,0.004153,164.310,1,0,1,-1
Trinidad and Tobago,,Confirmed (per 100k),8.217,0.010208,0.001242,555.557,1,0,1,0
China,,Confirmed (per 100k),5.828,0.010670,0.001831,374.106,1,0,1,1
Jordan,,Confirmed (per 100k),4.283,0.042004,0.009807,68.737,1,0,1,0
Thailand,,Confirmed (per 100k),4.067,0.028449,0.006994,97.352,1,0,1,0
Paraguay,,Confirmed (per 100k),2.986,0.028041,0.009390,72.087,1,0,1,-1
Burkina Faso,,Confirmed (per 100k),2.947,0.040322,0.013683,48.478,1,0,1,0
Niger,,Confirmed (per 100k),2.772,0.025967,0.009368,71.913,1,0,1,0
"Heilongjiang, China",,Confirmed (per 100k),2.449,0.021114,0.008621,78.597,1,0,1,0
Fiji,,Confirmed (per 100k),2.008,0.015936,0.007937,85.603,1,0,1,0
Taiwan*,,Confirmed (per 100k),1.793,0.019194,0.010706,62.751,1,0,1,0
Hong Kong,,Confirmed (per 100k),1.568,0.029213,0.018634,34.494,1,0,1,0
Rwanda,,Confirmed (per 100k),1.189,0.012133,0.010204,65.691,1,0,1,0
Mongolia,,Confirmed (per 100k),1.098,0.021788,0.019841,32.369,1,0,1,0
Libya,,Confirmed (per 100k),0.873,0.022869,0.026190,23.597,1,0,1,0
Kenya,,Confirmed (per 100k),0.595,0.019660,0.033036,18.713,1,0,1,0
Central African Republic,,Confirmed (per 100k),0.331,0.011831,0.035714,15.940,1,0,1,1
Nepal,,Confirmed (per 100k),0.165,0.008825,0.053571,10.201,0,1,1,-2
"Shanghai, China",,Confirmed (per 100k),2.651,0.007680,0.002897,237.349,0,0,0,-1
"Anhui, China",,Confirmed (per 100k),1.584,0.000228,0.000144,4803.857,0,0,0,0
"Guangdong, China",,Confirmed (per 100k),1.419,0.001023,0.000721,958.882,0,0,0,0
Togo,,Confirmed (per 100k),1.063,0.008628,0.008117,83.108,0,0,0,-1
"Inner Mongolia, China",,Confirmed (per 100k),0.767,0.002260,0.002946,233.590,0,0,0,0
"Shaanxi, China",,Confirmed (per 100k),0.728,0.008568,0.011777,54.984,0,0,0,0
"Hebei, China",,Confirmed (per 100k),0.436,0.000190,0.000436,1589.733,0,0,0,0
"Jilin, China",,Confirmed (per 100k),0.397,0.003155,0.007937,84.679,0,0,0,0
"Liaoning, China",,Confirmed (per 100k),0.334,0.000327,0.000978,705.970,0,0,0,0
Syria,,Confirmed (per 100k),0.240,0.003265,0.013605,48.866,0,0,0,0
Taiwan,,Confirmed (per 100k),0.189,0.002399,0.012698,53.025,0,0,0,0
Zimbabwe,,Confirmed (per 100k),0.188,0.003845,0.020408,32.057,0,0,0,0
Nicaragua,,Confirmed (per 100k),0.166,0.004313,0.025974,23.912,0,0,0,0
Uganda,,Confirmed (per 100k),0.162,0.005622,0.034749,16.171,0,0,0,0
Mozambique,,Confirmed (per 100k),0.147,0.005485,0.037267,15.824,0,0,0,0
Ethiopia,,Confirmed (per 100k),0.101,0.002485,0.024631,26.893,0,0,0,0
Papua New Guinea,,Confirmed (per 100k),0.089415,0.001597,0.017857,35.696,0,0,0,-2
Angola,,Confirmed (per 100k),0.076066,0.002608,0.034286,19.406,0,0,0,0
South Sudan,,Confirmed (per 100k),0.044668,0.001276,0.028571,19.753,0,0,0,0
