location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Pike, Georgia",13231,Deaths (per 100k),5.274,0.753,0.143,1.710,3,5,8,0
"Kent, Maryland",24029,Deaths (per 100k),5.149,0.736,0.143,1.710,3,5,8,0
"Texas, Oklahoma",40139,Deaths (per 100k),5.004,0.715,0.143,1.710,3,5,8,0
"Adams, Wisconsin",55001,Deaths (per 100k),4.946,0.707,0.143,1.710,3,5,8,0
"Kewaunee, Wisconsin",55061,Deaths (per 100k),4.894,0.699,0.143,1.710,3,5,8,0
"Indiana, Pennsylvania",42063,Deaths (per 100k),4.758,0.510,0.107,1.000,3,5,8,0
"Alexandria, Virginia",51510,Deaths (per 100k),4.391,0.538,0.122,1.710,3,5,8,8
"Shelby, Kentucky",21211,Deaths (per 100k),4.080,0.583,0.143,1.710,3,5,8,0
"Queen Anne's, Maryland",24035,Deaths (per 100k),3.970,0.284,0.071429,1.710,3,5,8,0
"Walworth, Wisconsin",55127,Deaths (per 100k),3.851,0.413,0.107,1.710,3,5,8,0
"Warren, Ohio",39165,Deaths (per 100k),3.410,0.304,0.089286,1.990,3,5,8,1
"Clay, Minnesota",27027,Deaths (per 100k),3.114,0.445,0.143,1.000,3,5,8,0
"Hall, Georgia",13139,Deaths (per 100k),2.935,0.419,0.143,1.000,3,5,8,0
"Monroe, Indiana",18105,Deaths (per 100k),2.695,0.289,0.107,1.943,3,5,8,2
"Colleton, South Carolina",45029,Deaths (per 100k),2.654,0.379,0.143,1.710,3,5,8,0
"Marinette, Wisconsin",55075,Deaths (per 100k),2.478,0.354,0.143,1.710,3,5,8,0
"DeKalb, Indiana",18033,Deaths (per 100k),2.300,0.329,0.143,1.710,3,5,8,0
"Warren, Mississippi",28149,Deaths (per 100k),2.204,0.315,0.143,1.710,3,5,8,0
"Henry, Indiana",18065,Deaths (per 100k),2.085,0.298,0.143,1.710,3,5,8,0
"Ogle, Illinois",17141,Deaths (per 100k),1.975,0.282,0.143,1.710,3,5,8,0
"Grady, Oklahoma",40051,Deaths (per 100k),1.791,0.256,0.143,1.710,3,5,8,0
"Cumberland, North Carolina",37051,Deaths (per 100k),1.788,0.213,0.119,1.850,3,5,8,5
"Tehama, California",6103,Deaths (per 100k),1.536,0.219,0.143,1.710,3,5,8,0
"Allegany, Maryland",24001,Deaths (per 100k),1.420,0.203,0.143,1.710,3,5,8,0
"Randolph, Georgia",13243,Deaths (per 100k),177.043,14.754,0.083333,4.397,5,2,7,1
"Clay, Georgia",13061,Deaths (per 100k),70.572,5.041,0.071429,6.579,5,2,7,0
"Hudson, New Jersey",34017,Deaths (per 100k),64.546,5.460,0.084595,5.091,5,2,7,1
"Humphreys, Mississippi",28053,Deaths (per 100k),37.202,3.543,0.095238,3.802,4,3,7,1
"East Feliciana, Louisiana",22037,Deaths (per 100k),36.582,3.733,0.102,3.941,4,3,7,-1
"Brooks, Georgia",13027,Deaths (per 100k),32.348,1.848,0.057143,3.106,4,3,7,7
"Dooly, Georgia",13093,Deaths (per 100k),29.873,3.201,0.107,3.570,4,3,7,-1
"Norfolk, Massachusetts",25021,Deaths (per 100k),27.590,2.668,0.096703,3.944,4,3,7,1
"Tallapoosa, Alabama",1123,Deaths (per 100k),27.250,2.477,0.090909,3.901,4,3,7,1
"Allamakee, Iowa",19005,Deaths (per 100k),21.919,2.087,0.095238,3.802,4,3,7,1
"Henrico, Virginia",51087,Deaths (per 100k),18.741,2.591,0.138,3.095,4,3,7,-1
"Waldo, Maine",23027,Deaths (per 100k),17.626,1.079,0.061224,3.802,4,3,7,3
"Klickitat, Washington",53039,Deaths (per 100k),13.378,1.274,0.095238,3.454,4,3,7,2
"Johnson, Wyoming",56019,Deaths (per 100k),11.841,1.692,0.143,3.106,4,3,7,-2
"Boone, Indiana",18011,Deaths (per 100k),11.792,1.053,0.089286,3.106,4,3,7,2
"Washington, Texas",48477,Deaths (per 100k),11.148,1.194,0.107,3.570,4,3,7,2
"Sussex, Delaware",10005,Deaths (per 100k),10.673,1.159,0.109,3.546,4,3,7,1
"Jasper, Illinois",17079,Deaths (per 100k),10.406,1.487,0.143,3.106,4,3,7,-2
"Tift, Georgia",13277,Deaths (per 100k),9.842,1.054,0.107,3.338,4,3,7,2
"Jefferson Davis, Mississippi",28065,Deaths (per 100k),8.986,1.284,0.143,3.106,4,3,7,-2
"Pulaski, Georgia",13235,Deaths (per 100k),8.979,1.283,0.143,3.106,4,3,7,-2
"Burke, Georgia",13033,Deaths (per 100k),8.935,1.276,0.143,3.802,4,3,7,-1
"Linn, Missouri",29115,Deaths (per 100k),8.389,1.198,0.143,3.106,4,3,7,-2
"Macon, Illinois",17115,Deaths (per 100k),6.730,0.549,0.081633,2.932,3,4,7,-1
"Muhlenberg, Kentucky",21177,Deaths (per 100k),6.531,0.933,0.143,2.409,3,4,7,-1
"Humboldt, Nevada",32013,Deaths (per 100k),5.941,0.849,0.143,2.409,3,4,7,-1
"Nicollet, Minnesota",27103,Deaths (per 100k),5.835,0.834,0.143,2.409,3,4,7,1
"Livingston, Louisiana",22063,Deaths (per 100k),5.682,0.609,0.107,2.642,3,4,7,1
"Carroll, Indiana",18015,Deaths (per 100k),4.937,0.705,0.143,2.409,3,4,7,-1
"Hood, Texas",48221,Deaths (per 100k),4.867,0.463,0.095238,2.758,3,4,7,7
"Richmond, North Carolina",37153,Deaths (per 100k),4.461,0.637,0.143,2.409,3,4,7,1
"Habersham, Georgia",13137,Deaths (per 100k),4.412,0.630,0.143,2.758,3,4,7,1
"Leake, Mississippi",28079,Deaths (per 100k),4.389,0.627,0.143,2.409,3,4,7,-1
"Ashtabula, Ohio",39007,Deaths (per 100k),4.113,0.588,0.143,2.409,3,4,7,-1
"Grady, Georgia",13131,Deaths (per 100k),4.060,0.580,0.143,2.409,3,4,7,-1
"Calhoun, Michigan",26025,Deaths (per 100k),3.727,0.426,0.114,2.932,3,4,7,1
"Door, Wisconsin",55029,Deaths (per 100k),3.614,0.516,0.143,2.409,3,4,7,-1
"St. Mary's, Maryland",24037,Deaths (per 100k),3.524,0.378,0.107,2.409,3,4,7,-1
"Meade, Kentucky",21163,Deaths (per 100k),3.500,0.500,0.143,2.409,3,4,7,-1
"Neshoba, Mississippi",28099,Deaths (per 100k),3.434,0.491,0.143,2.409,3,4,7,-1
"Haralson, Georgia",13143,Deaths (per 100k),3.357,0.480,0.143,2.409,3,4,7,-1
"Laurel, Kentucky",21125,Deaths (per 100k),3.289,0.470,0.143,2.409,3,4,7,-1
"Kleberg, Texas",48273,Deaths (per 100k),3.259,0.466,0.143,2.409,3,4,7,-1
"Franklin, Alabama",1059,Deaths (per 100k),3.189,0.456,0.143,2.409,3,4,7,-1
"Armstrong, Pennsylvania",42005,Deaths (per 100k),3.090,0.441,0.143,2.409,3,4,7,1
"Shiawassee, Michigan",26155,Deaths (per 100k),2.936,0.419,0.143,2.758,3,4,7,-1
"Finney, Kansas",20055,Deaths (per 100k),2.742,0.392,0.143,2.409,3,4,7,-1
"Yadkin, North Carolina",37197,Deaths (per 100k),2.655,0.379,0.143,2.409,3,4,7,-1
"Brown, Texas",48049,Deaths (per 100k),2.641,0.377,0.143,2.409,3,4,7,-1
"Pontotoc, Oklahoma",40123,Deaths (per 100k),2.612,0.373,0.143,2.409,3,4,7,-1
"Douglas, Washington",53017,Deaths (per 100k),2.303,0.329,0.143,2.409,3,4,7,-1
"Pittsburg, Oklahoma",40121,Deaths (per 100k),2.291,0.327,0.143,2.409,3,4,7,-1
"Stevens, Washington",53065,Deaths (per 100k),2.187,0.312,0.143,2.409,3,4,7,-1
"Rogers, Oklahoma",40131,Deaths (per 100k),2.163,0.309,0.143,2.060,3,4,7,-1
"Monroe, Wisconsin",55081,Deaths (per 100k),2.162,0.309,0.143,2.409,3,4,7,-1
"Vernon, Louisiana",22115,Deaths (per 100k),2.108,0.301,0.143,2.409,3,4,7,-1
"Cleveland, North Carolina",37045,Deaths (per 100k),2.042,0.146,0.071429,1.710,2,5,7,0
"Lancaster, South Carolina",45057,Deaths (per 100k),2.041,0.292,0.143,2.060,3,4,7,-1
"Hunt, Texas",48231,Deaths (per 100k),2.029,0.290,0.143,2.409,3,4,7,-1
"Halifax, North Carolina",37083,Deaths (per 100k),2.000,0.286,0.143,2.409,3,4,7,-1
"Cherokee, Texas",48073,Deaths (per 100k),1.899,0.271,0.143,2.409,3,4,7,-1
"Carter, Tennessee",47019,Deaths (per 100k),1.773,0.253,0.143,2.409,3,4,7,-1
"Pike, Kentucky",21195,Deaths (per 100k),1.728,0.247,0.143,2.409,3,4,7,-1
"Barry, Michigan",26015,Deaths (per 100k),1.625,0.232,0.143,2.409,3,4,7,-1
"Chatham, North Carolina",37037,Deaths (per 100k),1.343,0.192,0.143,1.710,2,5,7,0
"Virginia Beach, Virginia",51810,Deaths (per 100k),1.333,0.159,0.119,1.286,2,5,7,7
"Victoria, Texas",48469,Deaths (per 100k),1.086,0.155,0.143,1.710,2,5,7,0
"Pottawattamie, Iowa",19155,Deaths (per 100k),1.073,0.153,0.143,1.710,2,5,7,0
"Androscoggin, Maine",23001,Deaths (per 100k),0.924,0.132,0.143,1.710,2,5,7,0
"Norfolk, Virginia",51710,Deaths (per 100k),0.824,0.118,0.143,1.710,2,5,7,0
"Mitchell, Georgia",13205,Deaths (per 100k),105.201,5.227,0.049689,10.393,5,1,6,1
"Rockland, New York",36087,Deaths (per 100k),102.520,5.218,0.050898,10.367,5,1,6,0
"Essex, New Jersey",34013,Deaths (per 100k),91.617,5.936,0.064793,7.423,5,1,6,-1
"Decatur, Indiana",18031,Deaths (per 100k),64.008,4.841,0.075630,6.116,4,2,6,0
"Union, New Jersey",34039,Deaths (per 100k),63.990,4.340,0.067817,6.862,4,2,6,0
"Passaic, New Jersey",34031,Deaths (per 100k),48.423,3.416,0.070547,6.324,4,2,6,0
"Fairfield, Connecticut",9001,Deaths (per 100k),45.795,3.362,0.073413,6.557,4,2,6,0
"Somerset, New Jersey",34035,Deaths (per 100k),44.386,2.866,0.064579,6.894,4,2,6,0
"Sussex, New Jersey",34037,Deaths (per 100k),39.149,2.847,0.072727,6.504,4,2,6,1
"Hampden, Massachusetts",25013,Deaths (per 100k),38.810,3.033,0.078137,5.675,4,2,6,0
"Warren, New Jersey",34041,Deaths (per 100k),37.049,2.850,0.076923,5.852,4,2,6,0
"Tama, Iowa",19171,Deaths (per 100k),35.600,2.543,0.071429,4.265,4,2,6,2
"Red River, Louisiana",22081,Deaths (per 100k),35.537,3.384,0.095238,4.844,4,2,6,1
"Hartford, Connecticut",9003,Deaths (per 100k),32.409,2.852,0.087988,4.415,4,2,6,-1
"Mercer, New Jersey",34021,Deaths (per 100k),29.938,2.411,0.080519,5.090,4,2,6,0
"New Haven, Connecticut",9009,Deaths (per 100k),28.195,2.189,0.077653,5.731,4,2,6,0
"Nez Perce, Idaho",16069,Deaths (per 100k),27.222,1.768,0.064935,6.579,4,2,6,-1
"Litchfield, Connecticut",9005,Deaths (per 100k),26.617,2.377,0.089286,4.774,4,2,6,-1
"St. Tammany, Louisiana",22103,Deaths (per 100k),25.728,2.139,0.083156,6.045,4,2,6,0
"St. Landry, Louisiana",22097,Deaths (per 100k),24.353,2.087,0.085714,5.654,4,2,6,0
"Suffolk, Massachusetts",25025,Deaths (per 100k),23.386,2.061,0.088146,4.371,4,2,6,-1
"Madison, Indiana",18095,Deaths (per 100k),23.154,1.654,0.071429,5.839,4,2,6,0
"Pointe Coupee, Louisiana",22077,Deaths (per 100k),23.010,1.972,0.085714,5.191,4,2,6,-2
"Essex, Massachusetts",25009,Deaths (per 100k),22.559,1.973,0.087480,4.942,4,2,6,0
"Steuben, New York",36101,Deaths (per 100k),22.017,1.797,0.081633,5.133,4,2,6,0
"Philadelphia, Pennsylvania",42101,Deaths (per 100k),21.590,1.695,0.078530,5.150,4,2,6,0
"Wyandotte, Kansas",20209,Deaths (per 100k),21.157,1.900,0.089796,6.011,4,2,6,0
"Lapeer, Michigan",26087,Deaths (per 100k),20.546,1.141,0.055556,5.885,4,2,6,1
"Plymouth, Massachusetts",25023,Deaths (per 100k),20.146,1.645,0.081633,5.272,4,2,6,0
"Hopkins, Kentucky",21107,Deaths (per 100k),20.141,1.598,0.079365,6.024,4,2,6,0
"Lauderdale, Mississippi",28075,Deaths (per 100k),18.887,1.349,0.071429,6.777,4,2,6,0
"Middlesex, Massachusetts",25017,Deaths (per 100k),18.242,1.578,0.086492,4.645,4,2,6,0
"Lincoln, Mississippi",28085,Deaths (per 100k),17.568,1.255,0.071429,6.810,4,2,6,0
"Montrose, Colorado",8085,Deaths (per 100k),16.371,1.336,0.081633,5.538,4,2,6,2
"Cape May, New Jersey",34009,Deaths (per 100k),15.211,1.397,0.091837,4.805,4,2,6,0
"Hale, Texas",48189,Deaths (per 100k),14.967,1.711,0.114,4.670,4,2,6,-2
"Crawford, Michigan",26039,Deaths (per 100k),14.256,1.018,0.071429,5.191,4,2,6,6
"Hunterdon, New Jersey",34019,Deaths (per 100k),13.669,1.034,0.075630,6.502,4,2,6,-1
"Delaware, Pennsylvania",42045,Deaths (per 100k),13.586,1.084,0.079777,5.594,4,2,6,1
"Tangipahoa, Louisiana",22105,Deaths (per 100k),13.357,1.272,0.095238,4.612,4,2,6,-1
"Bristol, Massachusetts",25005,Deaths (per 100k),13.269,1.011,0.076190,5.590,4,2,6,1
"Panola, Texas",48365,Deaths (per 100k),12.934,1.232,0.095238,4.149,4,2,6,-2
"Burlington, New Jersey",34005,Deaths (per 100k),12.799,1.026,0.080201,5.017,4,2,6,1
"Lancaster, Pennsylvania",42071,Deaths (per 100k),12.644,1.257,0.099379,4.468,4,2,6,-2
"Saginaw, Michigan",26145,Deaths (per 100k),12.596,1.125,0.089286,4.774,4,2,6,1
"Kershaw, South Carolina",45055,Deaths (per 100k),12.021,1.073,0.089286,5.191,4,2,6,-1
"Washington, Oklahoma",40147,Deaths (per 100k),11.644,1.109,0.095238,4.149,4,2,6,-1
"Greene, Indiana",18055,Deaths (per 100k),9.398,0.895,0.095238,3.454,3,3,6,-1
"Jefferson, Arkansas",5069,Deaths (per 100k),8.979,1.069,0.119,4.080,4,2,6,-2
"Crisp, Georgia",13081,Deaths (per 100k),8.940,0.639,0.071429,3.106,3,3,6,-2
"St. Clair, Illinois",17163,Deaths (per 100k),6.546,0.660,0.101,3.802,3,3,6,1
"Bates, Missouri",29013,Deaths (per 100k),6.184,0.883,0.143,3.106,3,3,6,-2
"Madison, Iowa",19121,Deaths (per 100k),6.121,0.874,0.143,3.106,3,3,6,-2
"Crawford, Iowa",19047,Deaths (per 100k),5.945,0.849,0.143,3.106,3,3,6,-2
"Wakulla, Florida",12129,Deaths (per 100k),5.928,0.847,0.143,3.106,3,3,6,-2
"Cass, Missouri",29037,Deaths (per 100k),5.672,0.540,0.095238,3.628,3,3,6,1
"Lorain, Ohio",39093,Deaths (per 100k),5.164,0.415,0.080357,3.725,3,3,6,3
"Jackson, Wisconsin",55053,Deaths (per 100k),4.844,0.692,0.143,3.106,3,3,6,-2
"Fayette, Illinois",17051,Deaths (per 100k),4.687,0.670,0.143,3.106,3,3,6,-2
"Gaines, Texas",48165,Deaths (per 100k),4.653,0.665,0.143,3.106,3,3,6,-2
"Delaware, Indiana",18035,Deaths (per 100k),4.381,0.501,0.114,3.628,3,3,6,-1
"Starke, Indiana",18149,Deaths (per 100k),4.349,0.621,0.143,3.106,3,3,6,-2
"Somerset, Maryland",24039,Deaths (per 100k),3.904,0.558,0.143,3.106,3,3,6,-2
"Juneau, Wisconsin",55057,Deaths (per 100k),3.747,0.535,0.143,3.106,3,3,6,-2
"Wayne, North Carolina",37191,Deaths (per 100k),3.249,0.348,0.107,3.106,3,3,6,-2
"Dorchester, Maryland",24019,Deaths (per 100k),3.132,0.447,0.143,3.106,3,3,6,-2
"Logan, West Virginia",54045,Deaths (per 100k),3.123,0.446,0.143,3.106,3,3,6,-2
"Kenosha, Wisconsin",55059,Deaths (per 100k),2.949,0.337,0.114,3.976,3,3,6,0
"Ottawa, Michigan",26139,Deaths (per 100k),1.713,0.196,0.114,2.584,2,4,6,4
"St. Joseph, Michigan",26149,Deaths (per 100k),1.640,0.234,0.143,3.106,3,3,6,-2
"Ward, North Dakota",38101,Deaths (per 100k),1.478,0.211,0.143,3.106,3,3,6,-2
"Fairfield, Ohio",39045,Deaths (per 100k),1.269,0.181,0.143,2.060,2,4,6,-1
"Durham, North Carolina",37063,Deaths (per 100k),1.244,0.133,0.107,2.409,2,4,6,3
"Dodge, Wisconsin",55027,Deaths (per 100k),1.138,0.163,0.143,2.409,2,4,6,-1
"Washington, Pennsylvania",42125,Deaths (per 100k),0.967,0.069058,0.071429,2.409,2,4,6,-1
"Bradley, Tennessee",47011,Deaths (per 100k),0.925,0.132,0.143,2.409,2,4,6,-1
"El Paso, Texas",48141,Deaths (per 100k),0.834,0.102,0.122,2.526,2,4,6,-1
"Stanislaus, California",6099,Deaths (per 100k),0.726,0.104,0.143,2.932,2,4,6,-1
"Hays, Texas",48209,Deaths (per 100k),0.434,0.062060,0.143,2.409,2,4,6,-1
"Wake, North Carolina",37183,Deaths (per 100k),0.360,0.038549,0.107,1.239,1,5,6,0
"Terrell, Georgia",13273,Deaths (per 100k),164.107,5.024,0.030612,17.442,5,0,5,1
"Orleans, Louisiana",22071,Deaths (per 100k),83.046,3.369,0.040564,13.913,4,1,5,1
"Nassau, New York",36059,Deaths (per 100k),81.729,4.064,0.049723,11.904,4,1,5,-1
"Bergen, New Jersey",34003,Deaths (per 100k),79.489,4.965,0.062464,8.013,4,1,5,0
"Early, Georgia",13099,Deaths (per 100k),78.508,4.206,0.053571,9.816,4,1,5,1
"Westchester, New York",36119,Deaths (per 100k),69.043,4.120,0.059666,9.838,4,1,5,-2
"St. James, Louisiana",22093,Deaths (per 100k),66.363,3.386,0.051020,11.295,4,1,5,0
"Iberville, Louisiana",22047,Deaths (per 100k),64.594,3.955,0.061224,8.351,4,1,5,0
"Jefferson, Louisiana",22051,Deaths (per 100k),63.585,3.435,0.054026,9.727,4,1,5,0
"Wayne, Michigan",26163,Deaths (per 100k),61.166,3.552,0.058077,8.808,4,1,5,0
"Orange, New York",36071,Deaths (per 100k),54.814,3.303,0.060257,9.088,4,1,5,0
"Morris, New Jersey",34027,Deaths (per 100k),51.846,2.817,0.054342,9.139,4,1,5,-1
"Sumter, Georgia",13261,Deaths (per 100k),47.419,2.419,0.051020,10.601,4,1,5,-1
"Suffolk, New York",36103,Deaths (per 100k),46.932,2.699,0.057514,10.062,4,1,5,0
"Macomb, Michigan",26099,Deaths (per 100k),43.937,2.877,0.065476,7.588,4,1,5,-1
"Middlesex, New Jersey",34023,Deaths (per 100k),37.937,2.441,0.064354,7.637,4,1,5,0
"Oakland, Michigan",26125,Deaths (per 100k),36.419,1.818,0.049906,10.957,4,1,5,0
"Monmouth, New Jersey",34025,Deaths (per 100k),35.715,2.286,0.063995,7.160,4,1,5,-1
"Allen, Louisiana",22003,Deaths (per 100k),35.119,2.230,0.063492,9.180,4,1,5,0
"Ocean, New Jersey",34029,Deaths (per 100k),34.915,1.882,0.053908,9.284,4,1,5,0
"Wilkin, Minnesota",27167,Deaths (per 100k),32.222,2.302,0.071429,7.273,4,1,5,-1
"Lee, South Carolina",45061,Deaths (per 100k),29.712,1.698,0.057143,7.966,4,1,5,2
"Caddo, Louisiana",22017,Deaths (per 100k),28.309,1.071,0.037815,12.897,4,1,5,-1
"Genesee, Michigan",26049,Deaths (per 100k),27.599,1.725,0.062500,7.952,4,1,5,-1
"Claiborne, Louisiana",22027,Deaths (per 100k),25.526,1.823,0.071429,8.313,4,1,5,-1
"Hillsdale, Michigan",26059,Deaths (per 100k),24.120,1.253,0.051948,9.353,4,1,5,1
"Ascension, Louisiana",22005,Deaths (per 100k),23.696,1.241,0.052381,10.992,4,1,5,0
"Middlesex, Connecticut",9007,Deaths (per 100k),22.778,1.319,0.057915,7.319,4,1,5,-1
"Washington, Iowa",19183,Deaths (per 100k),22.763,1.301,0.057143,9.353,4,1,5,2
"Union, Louisiana",22111,Deaths (per 100k),22.616,1.292,0.057143,8.660,4,1,5,2
"Lafourche, Louisiana",22057,Deaths (per 100k),22.538,1.171,0.051948,8.660,4,1,5,2
"St. Martin, Louisiana",22099,Deaths (per 100k),22.459,1.069,0.047619,10.393,4,1,5,0
"Tuscola, Michigan",26157,Deaths (per 100k),21.055,1.367,0.064935,7.689,4,1,5,-1
"Miami, Ohio",39109,Deaths (per 100k),20.563,1.068,0.051948,10.827,4,1,5,1
"Orange, Indiana",18117,Deaths (per 100k),20.360,1.454,0.071429,7.619,4,1,5,1
"Coconino, Arizona",4005,Deaths (per 100k),20.212,1.095,0.054187,9.038,4,1,5,1
"Marion, Indiana",18097,Deaths (per 100k),19.698,1.111,0.056391,8.946,4,1,5,-1
"Chaffee, Colorado",8015,Deaths (per 100k),19.650,1.404,0.071429,7.619,4,1,5,1
"Johnson, Indiana",18081,Deaths (per 100k),19.600,1.264,0.064516,7.818,4,1,5,-1
"Weld, Colorado",8123,Deaths (per 100k),18.799,1.321,0.070258,8.151,4,1,5,0
"Pearl River, Mississippi",28109,Deaths (per 100k),18.007,1.029,0.057143,8.833,4,1,5,-1
"Clarendon, South Carolina",45027,Deaths (per 100k),17.780,1.270,0.071429,7.966,4,1,5,-1
"Washington, North Carolina",37187,Deaths (per 100k),17.271,1.234,0.071429,7.966,4,1,5,-3
"Columbia, New York",36021,Deaths (per 100k),16.818,1.201,0.071429,8.244,4,1,5,-1
"Cook, Illinois",17031,Deaths (per 100k),16.698,1.001,0.059967,7.659,4,1,5,1
"Camden, New Jersey",34007,Deaths (per 100k),14.413,0.987,0.068493,5.786,3,2,5,-1
"Calhoun, Mississippi",28013,Deaths (per 100k),13.927,0.995,0.071429,6.579,3,2,5,0
"District of Columbia, District of Columbia",11001,Deaths (per 100k),12.894,0.972,0.075353,6.217,3,2,5,0
"Erie, New York",36029,Deaths (per 100k),12.518,0.840,0.067081,6.887,3,2,5,0
"Carbon, Pennsylvania",42025,Deaths (per 100k),12.465,0.890,0.071429,5.017,3,2,5,-3
"Fountain, Indiana",18045,Deaths (per 100k),12.235,0.874,0.071429,5.885,3,2,5,5
"Frederick, Maryland",24021,Deaths (per 100k),11.944,0.771,0.064516,5.290,3,2,5,-1
"Bucks, Pennsylvania",42017,Deaths (per 100k),11.938,0.887,0.074286,5.422,3,2,5,0
"Monroe, Mississippi",28095,Deaths (per 100k),11.347,0.810,0.071429,5.191,3,2,5,1
"Worcester, Massachusetts",25027,Deaths (per 100k),11.076,0.946,0.085404,4.938,3,2,5,0
"Linn, Iowa",19113,Deaths (per 100k),11.027,0.756,0.068571,6.926,3,2,5,0
"Simpson, Kentucky",21213,Deaths (per 100k),10.769,0.769,0.071429,5.885,3,2,5,5
"Lake, Illinois",17097,Deaths (per 100k),10.768,0.820,0.076190,6.353,3,2,5,0
"Webster, Louisiana",22119,Deaths (per 100k),10.433,0.745,0.071429,6.579,3,2,5,0
"Concordia, Louisiana",22029,Deaths (per 100k),10.385,0.742,0.071429,5.885,3,2,5,5
"Luzerne, Pennsylvania",42079,Deaths (per 100k),10.081,0.720,0.071429,6.882,3,2,5,0
"Isabella, Michigan",26073,Deaths (per 100k),10.018,0.818,0.081633,4.670,3,2,5,1
"Hendricks, Indiana",18063,Deaths (per 100k),9.982,0.755,0.075630,6.116,3,2,5,1
"Charles, Maryland",24017,Deaths (per 100k),9.800,0.963,0.098214,4.433,3,2,5,-1
"Berks, Pennsylvania",42011,Deaths (per 100k),9.497,0.746,0.078571,5.317,3,2,5,0
"Henderson, North Carolina",37089,Deaths (per 100k),9.368,0.852,0.090909,4.298,3,2,5,0
"Nacogdoches, Texas",48347,Deaths (per 100k),9.202,0.657,0.071429,6.810,3,2,5,-1
